Location_key,Region_name,District,Population_density,Terrain_type,Distance_to_water
1971,Southwest Region,Fako,428.21,Coastal,5.1
1972,Adamawa Region,Djerem,95.77,Coastal,6.76
1973,West Region,Bamboutos,136.39,Forest,2.09
1974,Northwest Region,Bui,84.64,Mountainous,14.18
1975,West Region,Mifi,444.11,Forest,11.98
1976,North Region,Mayo-Louti,93.68,Coastal,12.85
1977,Littoral Region,Moungo,262.76,Mountainous,15.69
1978,South Region,Dja-et-Lobo,466.68,Coastal,15.13
1979,Centre Region,Mbam-et-Kim,406.23,Forest,7.02
1980,North Region,Faro,347.43,Mountainous,12.08
1981,East Region,Boumba-et-Ngoko,317.98,Mountainous,17.28
1982,Adamawa Region,Vina,52.97,Mountainous,2.57
1983,East Region,Kadey,245.83,Coastal,1.38
1984,Centre Region,Mbam-et-Kim,181.54,Coastal,8.77
1985,South Region,Dja-et-Lobo,405.64,Forest,6.18
1986,Adamawa Region,Mayo-Banyo,373.32,Coastal,1.5
1987,Northwest Region,Donga-Mantung,175.58,Coastal,6.92
1988,North Region,Mayo-Louti,219.23,Coastal,7.87
1989,North Region,Faro,350.9,Mountainous,6.42
1990,North Region,Mayo-Rey,167.28,Mountainous,17.65
1991,East Region,Haut-Nyong,181.86,Mountainous,7.47
1992,Littoral Region,Wouri,202.56,Mountainous,13.77
1993,Southwest Region,Kupe-Manenguba,364.0,Coastal,8.52
1994,South Region,Vallee-du-Ntem,346.55,Forest,16.46
1995,Far North Region,Diamare,264.12,Plains,15.09
1996,Northwest Region,Bui,190.18,Mountainous,15.61
1997,Centre Region,Mbam-et-Kim,368.14,Mountainous,6.76
1998,Littoral Region,Wouri,175.32,Forest,3.15
1999,Southwest Region,Fako,407.91,Coastal,3.62
2000,Centre Region,Nyong-et-Kelle,205.62,Forest,7.79
2001,Southwest Region,Meme,457.52,Coastal,17.93
2002,West Region,Bamboutos,329.05,Forest,13.0
2003,Centre Region,Mfoundi,308.12,Mountainous,0.27
2004,West Region,Haut-Nkam,329.93,Coastal,8.11
2005,Far North Region,Diamare,199.21,Mountainous,14.77
2006,Centre Region,Lekie,174.56,Forest,15.47
2007,South Region,Dja-et-Lobo,437.55,Mountainous,17.99
2008,Littoral Region,Moungo,271.35,Plains,6.03
2009,West Region,Nde,336.59,Plains,11.09
2010,Centre Region,Lekie,108.38,Forest,2.55
2011,East Region,Lom-et-Djerem,301.02,Mountainous,3.1
2012,Far North Region,Mayo-Kani,253.37,Forest,4.22
2013,Northwest Region,Bui,337.34,Mountainous,14.48
2014,Southwest Region,Meme,110.58,Plains,14.13
2015,Far North Region,Mayo-Tsanaga,231.39,Plains,10.39
2016,West Region,Menoua,369.77,Coastal,7.73
2017,North Region,Faro,494.15,Mountainous,15.52
2018,South Region,Dja-et-Lobo,163.29,Mountainous,18.67
2019,Centre Region,Lekie,171.11,Plains,19.87
2020,East Region,Lom-et-Djerem,84.0,Plains,6.65
2021,Far North Region,Mayo-Sava,420.8,Plains,4.31
2022,North Region,Mayo-Rey,246.56,Coastal,2.35
2023,South Region,Ocean,121.15,Plains,12.51
2024,East Region,Lom-et-Djerem,330.26,Forest,9.41
2025,South Region,Dja-et-Lobo,446.84,Coastal,4.91
2026,Adamawa Region,Mbere,199.08,Mountainous,5.43
2027,South Region,Mvila,448.1,Coastal,14.32
2028,South Region,Ocean,293.46,Forest,10.93
2029,South Region,Dja-et-Lobo,96.61,Forest,11.81
2030,South Region,Dja-et-Lobo,206.64,Coastal,10.25
2031,Littoral Region,Moungo,374.56,Forest,10.25
2032,Centre Region,Mbam-et-Kim,269.85,Forest,1.92
2033,Centre Region,Lekie,184.51,Forest,13.92
2034,Far North Region,Diamare,458.66,Forest,6.2
2035,Southwest Region,Meme,180.19,Plains,19.72
2036,Centre Region,Mbam-et-Kim,102.33,Forest,5.18
2037,Centre Region,Mfoundi,267.63,Mountainous,1.29
2038,Northwest Region,Bui,61.44,Plains,4.43
2039,North Region,Benoue,313.09,Mountainous,0.1
2040,Southwest Region,Lebialem,151.73,Mountainous,12.39
2041,Littoral Region,Wouri,341.59,Forest,12.56
2042,Northwest Region,Mezam,416.92,Coastal,7.71
2043,Centre Region,Mbam-et-Kim,430.31,Coastal,11.32
2044,East Region,Lom-et-Djerem,67.16,Forest,16.19
2045,Northwest Region,Bui,337.15,Plains,9.44
2046,Adamawa Region,Mayo-Banyo,209.24,Forest,14.77
2047,East Region,Haut-Nyong,350.76,Plains,8.92
2048,South Region,Mvila,193.62,Plains,19.93
2049,Centre Region,Nyong-et-Kelle,66.92,Coastal,12.0
2050,Southwest Region,Meme,179.39,Mountainous,9.36
2051,Far North Region,Mayo-Danay,244.35,Mountainous,2.12
2052,Littoral Region,Moungo,98.78,Coastal,18.87
2053,Far North Region,Diamare,440.31,Mountainous,7.53
2054,North Region,Benoue,200.17,Plains,18.9
2055,Centre Region,Mfoundi,168.59,Coastal,1.16
2056,South Region,Ocean,174.74,Coastal,13.26
2057,Littoral Region,Nkam,143.86,Forest,17.3
2058,Far North Region,Diamare,498.09,Forest,2.92
2059,Southwest Region,Fako,481.53,Mountainous,15.83
2060,Centre Region,Mfoundi,315.41,Coastal,8.03
2061,North Region,Benoue,133.01,Coastal,14.03
2062,Littoral Region,Nkam,388.69,Coastal,12.37
2063,Far North Region,Mayo-Kani,181.75,Forest,19.49
2064,East Region,Haut-Nyong,228.45,Forest,5.75
2065,Northwest Region,Donga-Mantung,445.11,Coastal,14.36
2066,South Region,Dja-et-Lobo,73.18,Coastal,16.7
2067,Centre Region,Mbam-et-Kim,57.36,Mountainous,4.75
2068,Centre Region,Mfoundi,251.8,Coastal,11.31
2069,North Region,Mayo-Rey,374.71,Coastal,18.33
2070,Littoral Region,Nkam,251.05,Plains,2.13
2071,Adamawa Region,Djerem,222.81,Forest,3.8
2072,Adamawa Region,Vina,496.36,Plains,3.76
2073,Far North Region,Mayo-Tsanaga,487.58,Plains,17.97
2074,Littoral Region,Wouri,468.1,Forest,16.52
2075,South Region,Vallee-du-Ntem,366.29,Plains,11.07
2076,East Region,Boumba-et-Ngoko,284.0,Coastal,11.25
2077,East Region,Haut-Nyong,486.17,Forest,10.51
2078,Centre Region,Haute-Sanaga,120.57,Forest,17.29
2079,West Region,Bamboutos,413.76,Mountainous,10.53
2080,East Region,Haut-Nyong,96.6,Mountainous,4.83
2081,Southwest Region,Kupe-Manenguba,131.37,Plains,18.24
2082,Adamawa Region,Mayo-Banyo,408.35,Plains,18.4
2083,Southwest Region,Ndian,201.68,Mountainous,12.25
2084,Littoral Region,Moungo,223.87,Mountainous,14.53
2085,Centre Region,Mbam-et-Kim,470.45,Plains,11.3
2086,East Region,Haut-Nyong,215.63,Plains,14.49
2087,Centre Region,Mbam-et-Kim,186.25,Mountainous,1.27
2088,Far North Region,Mayo-Kani,183.91,Plains,8.96
2089,Centre Region,Nyong-et-Kelle,300.67,Forest,4.72
2090,Littoral Region,Nkam,272.44,Coastal,15.16
2091,South Region,Dja-et-Lobo,165.5,Forest,5.66
2092,Far North Region,Mayo-Tsanaga,327.35,Mountainous,11.38
2093,Northwest Region,Bui,361.93,Plains,4.37
2094,Northwest Region,Momo,173.12,Coastal,13.71
2095,Northwest Region,Donga-Mantung,158.97,Forest,16.64
2096,Adamawa Region,Mayo-Banyo,339.81,Forest,7.87
2097,South Region,Vallee-du-Ntem,206.22,Coastal,16.54
2098,West Region,Nde,90.99,Forest,5.36
2099,Centre Region,Mfoundi,205.02,Coastal,16.62
2100,North Region,Mayo-Rey,192.25,Plains,7.54
2101,East Region,Lom-et-Djerem,189.04,Plains,2.63
2102,Centre Region,Nyong-et-Kelle,194.19,Plains,15.43
2103,West Region,Mifi,179.23,Mountainous,2.78
2104,Littoral Region,Sanaga-Maritime,200.17,Coastal,15.54
2105,Centre Region,Haute-Sanaga,225.01,Coastal,10.01
2106,Southwest Region,Fako,266.03,Plains,13.8
2107,Northwest Region,Donga-Mantung,481.71,Forest,6.81
2108,Northwest Region,Mezam,292.59,Mountainous,17.67
2109,Centre Region,Mbam-et-Kim,301.15,Plains,13.74
2110,Littoral Region,Wouri,461.8,Plains,3.48
2111,Far North Region,Mayo-Danay,118.66,Coastal,4.45
2112,North Region,Benoue,352.24,Mountainous,0.11
2113,West Region,Nde,174.82,Forest,11.72
2114,Southwest Region,Fako,315.26,Plains,2.18
2115,Littoral Region,Moungo,71.88,Coastal,1.68
2116,West Region,Menoua,218.32,Coastal,1.98
2117,Centre Region,Nyong-et-Kelle,331.59,Forest,17.15
2118,Far North Region,Diamare,353.64,Coastal,5.03
2119,South Region,Vallee-du-Ntem,223.05,Mountainous,11.63
2120,Littoral Region,Moungo,117.71,Forest,3.95
2121,West Region,Menoua,429.87,Coastal,0.31
2122,Adamawa Region,Djerem,324.28,Coastal,13.6
2123,Centre Region,Mfoundi,221.89,Forest,16.78
2124,East Region,Lom-et-Djerem,301.55,Plains,15.68
2125,East Region,Haut-Nyong,264.92,Coastal,3.52
2126,Littoral Region,Nkam,458.44,Plains,15.35
2127,Littoral Region,Wouri,333.42,Plains,17.21
2128,Far North Region,Mayo-Kani,400.3,Plains,18.71
2129,Littoral Region,Wouri,232.39,Forest,3.13
2130,South Region,Mvila,130.17,Plains,10.16
2131,Littoral Region,Moungo,271.18,Forest,16.44
2132,North Region,Mayo-Rey,74.06,Forest,0.33
2133,Southwest Region,Fako,390.19,Mountainous,0.66
2134,Centre Region,Lekie,154.02,Forest,8.17
2135,North Region,Mayo-Louti,85.58,Mountainous,9.1
2136,Littoral Region,Moungo,208.55,Plains,5.95
2137,South Region,Ocean,138.81,Plains,17.71
2138,Adamawa Region,Mayo-Banyo,185.23,Plains,12.38
2139,Northwest Region,Ngo-Ketunjia,207.39,Coastal,4.34
2140,Centre Region,Mbam-et-Kim,451.7,Coastal,10.7
2141,Centre Region,Mfoundi,144.44,Mountainous,16.56
2142,North Region,Benoue,455.33,Forest,2.21
2143,Littoral Region,Wouri,65.44,Coastal,6.37
2144,East Region,Boumba-et-Ngoko,141.43,Forest,17.77
2145,Northwest Region,Momo,214.33,Mountainous,14.51
2146,North Region,Mayo-Louti,319.01,Mountainous,1.91
2147,Far North Region,Mayo-Kani,437.28,Coastal,18.02
2148,West Region,Bamboutos,416.48,Coastal,13.45
2149,West Region,Mifi,183.34,Forest,6.31
2150,Northwest Region,Mezam,170.51,Coastal,15.98
2151,Far North Region,Mayo-Danay,453.31,Forest,16.15
2152,Southwest Region,Fako,362.19,Plains,6.05
2153,Centre Region,Lekie,356.98,Forest,11.02
2154,Centre Region,Nyong-et-Kelle,123.32,Plains,2.94
2155,Far North Region,Mayo-Kani,339.08,Forest,4.81
2156,South Region,Vallee-du-Ntem,493.83,Mountainous,19.26
2157,Northwest Region,Mezam,471.8,Coastal,7.88
2158,South Region,Mvila,355.03,Plains,1.29
2159,Centre Region,Mfoundi,423.02,Forest,10.77
2160,North Region,Faro,167.0,Coastal,2.57
2161,Northwest Region,Mezam,113.57,Forest,4.39
2162,East Region,Kadey,452.95,Forest,12.68
2163,South Region,Ocean,435.35,Coastal,1.55
2164,Adamawa Region,Faro-et-Deo,291.32,Mountainous,7.31
2165,Northwest Region,Momo,310.23,Plains,15.89
2166,Southwest Region,Kupe-Manenguba,476.21,Coastal,15.04
2167,Adamawa Region,Mayo-Banyo,88.62,Plains,17.29
2168,Southwest Region,Ndian,275.47,Plains,15.09
2169,Northwest Region,Mezam,158.65,Forest,0.91
2170,Far North Region,Mayo-Sava,432.38,Coastal,15.11
2171,Adamawa Region,Mbere,152.06,Coastal,9.73
2172,Southwest Region,Ndian,248.66,Mountainous,3.77
2173,Centre Region,Haute-Sanaga,451.26,Forest,10.87
2174,East Region,Lom-et-Djerem,106.75,Coastal,4.2
2175,West Region,Bamboutos,415.36,Forest,17.41
2176,West Region,Menoua,162.96,Mountainous,2.79
2177,East Region,Lom-et-Djerem,370.14,Coastal,16.82
2178,Centre Region,Mbam-et-Kim,224.66,Forest,3.42
2179,Adamawa Region,Vina,339.08,Coastal,9.46
2180,Centre Region,Lekie,452.28,Forest,13.94
2181,Centre Region,Nyong-et-Kelle,251.87,Plains,2.08
2182,West Region,Nde,408.9,Coastal,4.46
2183,Northwest Region,Bui,125.42,Plains,19.17
2184,East Region,Haut-Nyong,139.69,Plains,16.76
2185,Centre Region,Lekie,131.22,Plains,17.48
2186,Southwest Region,Kupe-Manenguba,311.6,Plains,17.73
2187,Far North Region,Mayo-Danay,163.22,Mountainous,3.55
2188,Far North Region,Mayo-Tsanaga,438.69,Coastal,18.24
2189,Adamawa Region,Mayo-Banyo,389.72,Coastal,15.69
2190,North Region,Mayo-Rey,360.41,Forest,14.11
2191,Far North Region,Diamare,346.72,Coastal,6.58
2192,Southwest Region,Kupe-Manenguba,288.27,Coastal,10.25
2193,Southwest Region,Lebialem,60.41,Coastal,7.95
2194,Adamawa Region,Mbere,363.95,Forest,3.28
2195,Northwest Region,Momo,247.62,Coastal,1.58
2196,Centre Region,Haute-Sanaga,246.17,Forest,5.49
2197,Littoral Region,Nkam,171.05,Plains,15.09
2198,Far North Region,Diamare,303.41,Forest,13.64
2199,Northwest Region,Donga-Mantung,264.18,Coastal,7.89
2200,Centre Region,Mfoundi,179.42,Plains,1.67
2201,Littoral Region,Nkam,269.11,Mountainous,15.46
2202,East Region,Boumba-et-Ngoko,441.31,Coastal,18.65
2203,Littoral Region,Nkam,370.86,Forest,11.26
2204,Northwest Region,Momo,65.69,Mountainous,2.9
2205,Adamawa Region,Vina,298.26,Plains,12.89
2206,Centre Region,Mbam-et-Kim,391.25,Coastal,6.75
2207,Northwest Region,Bui,84.95,Coastal,10.6
2208,Adamawa Region,Faro-et-Deo,83.72,Forest,13.24
2209,East Region,Lom-et-Djerem,215.67,Coastal,19.34
2210,Far North Region,Mayo-Danay,91.67,Forest,2.5
2211,East Region,Lom-et-Djerem,359.67,Mountainous,11.15
2212,East Region,Boumba-et-Ngoko,198.16,Coastal,6.4
2213,West Region,Haut-Nkam,456.79,Plains,19.09
2214,North Region,Benoue,265.36,Forest,12.97
2215,Adamawa Region,Mbere,268.75,Forest,2.86
2216,Adamawa Region,Djerem,112.33,Coastal,12.21
2217,Far North Region,Mayo-Kani,240.66,Plains,17.4
2218,Northwest Region,Mezam,223.06,Plains,6.09
2219,Far North Region,Mayo-Tsanaga,212.25,Coastal,11.06
2220,South Region,Vallee-du-Ntem,242.33,Coastal,12.79
2221,Centre Region,Nyong-et-Kelle,279.98,Forest,0.68
2222,South Region,Mvila,171.63,Forest,0.96
2223,Centre Region,Nyong-et-Kelle,62.55,Coastal,1.42
2224,North Region,Faro,113.64,Forest,1.44
2225,South Region,Vallee-du-Ntem,309.38,Coastal,5.75
2226,Northwest Region,Bui,395.49,Coastal,1.23
2227,Littoral Region,Moungo,339.61,Mountainous,11.87
2228,West Region,Bamboutos,239.19,Plains,14.49
2229,South Region,Vallee-du-Ntem,295.54,Coastal,1.52
2230,Far North Region,Mayo-Sava,352.3,Forest,19.78
2231,Southwest Region,Lebialem,161.71,Forest,15.07
2232,North Region,Mayo-Louti,180.52,Coastal,10.25
2233,Far North Region,Mayo-Sava,76.18,Mountainous,7.53
2234,Northwest Region,Bui,284.69,Mountainous,13.39
2235,Northwest Region,Momo,343.2,Coastal,10.92
2236,Adamawa Region,Mbere,289.83,Forest,2.14
2237,North Region,Faro,377.71,Coastal,8.18
2238,Littoral Region,Nkam,121.09,Plains,5.11
2239,East Region,Kadey,452.88,Plains,15.05
2240,West Region,Mifi,50.81,Plains,5.42
2241,Southwest Region,Fako,171.8,Coastal,6.99
2242,West Region,Bamboutos,394.34,Coastal,0.55
2243,Littoral Region,Nkam,435.83,Mountainous,16.39
2244,Littoral Region,Wouri,443.46,Forest,4.55
2245,Adamawa Region,Mbere,132.96,Coastal,5.42
2246,Southwest Region,Kupe-Manenguba,290.37,Mountainous,14.28
2247,East Region,Lom-et-Djerem,422.48,Forest,2.47
2248,Far North Region,Mayo-Sava,236.76,Coastal,18.56
2249,Northwest Region,Ngo-Ketunjia,67.44,Forest,8.6
2250,Northwest Region,Mezam,156.88,Plains,14.15
2251,West Region,Nde,329.09,Forest,0.47
2252,Northwest Region,Bui,334.83,Plains,1.57
2253,Littoral Region,Wouri,174.57,Forest,12.0
2254,Littoral Region,Nkam,180.3,Forest,7.91
2255,Northwest Region,Mezam,101.77,Coastal,1.04
2256,Adamawa Region,Vina,487.43,Coastal,15.74
2257,Littoral Region,Wouri,384.27,Plains,5.45
2258,Centre Region,Mbam-et-Kim,314.49,Forest,10.34
2259,Northwest Region,Bui,171.32,Forest,16.93
2260,South Region,Ocean,185.53,Forest,16.01
2261,East Region,Haut-Nyong,124.44,Forest,10.62
2262,West Region,Haut-Nkam,263.97,Coastal,3.63
2263,Littoral Region,Nkam,337.11,Coastal,15.33
2264,North Region,Faro,468.25,Mountainous,1.93
2265,West Region,Mifi,215.52,Forest,1.44
2266,North Region,Benoue,292.45,Forest,16.4
2267,Far North Region,Mayo-Tsanaga,355.05,Plains,18.33
2268,Centre Region,Nyong-et-Kelle,270.28,Plains,14.57
2269,North Region,Faro,469.57,Coastal,2.46
2270,Northwest Region,Ngo-Ketunjia,195.59,Plains,9.7
2271,Centre Region,Mbam-et-Kim,299.22,Coastal,15.6
2272,Littoral Region,Sanaga-Maritime,409.44,Forest,17.67
2273,Northwest Region,Momo,242.75,Forest,8.54
2274,Littoral Region,Sanaga-Maritime,482.37,Mountainous,2.57
2275,Far North Region,Mayo-Sava,408.26,Plains,14.74
2276,South Region,Ocean,414.27,Coastal,4.99
2277,Littoral Region,Moungo,112.18,Mountainous,13.8
2278,Centre Region,Nyong-et-Kelle,447.74,Coastal,8.61
2279,South Region,Ocean,363.99,Mountainous,14.45
2280,Southwest Region,Ndian,76.07,Plains,4.47
2281,South Region,Vallee-du-Ntem,222.72,Forest,5.1
2282,East Region,Lom-et-Djerem,457.45,Plains,16.29
2283,Littoral Region,Wouri,412.92,Forest,13.55
2284,Littoral Region,Sanaga-Maritime,356.01,Forest,4.96
2285,Adamawa Region,Djerem,337.77,Forest,2.27
2286,East Region,Boumba-et-Ngoko,182.0,Forest,0.56
2287,Northwest Region,Ngo-Ketunjia,129.82,Coastal,12.3
2288,South Region,Dja-et-Lobo,455.35,Mountainous,6.79
2289,Southwest Region,Lebialem,241.84,Coastal,1.23
2290,West Region,Mifi,292.38,Mountainous,19.61
2291,Adamawa Region,Mbere,201.15,Mountainous,9.85
2292,North Region,Benoue,494.45,Mountainous,0.68
2293,South Region,Ocean,250.07,Plains,13.04
2294,West Region,Menoua,239.29,Coastal,3.32
2295,Far North Region,Mayo-Sava,172.92,Forest,6.29
2296,Littoral Region,Moungo,205.41,Plains,17.04
2297,East Region,Boumba-et-Ngoko,258.82,Forest,9.08
2298,Centre Region,Mfoundi,410.32,Forest,13.01
2299,Adamawa Region,Faro-et-Deo,113.04,Mountainous,19.32
2300,North Region,Mayo-Louti,267.6,Forest,13.1
2301,Centre Region,Haute-Sanaga,181.31,Plains,8.56
2302,Southwest Region,Meme,134.28,Mountainous,12.93
2303,West Region,Nde,225.95,Coastal,16.38
2304,Northwest Region,Donga-Mantung,414.37,Plains,2.57
2305,Littoral Region,Moungo,60.03,Mountainous,6.18
2306,Littoral Region,Wouri,448.87,Forest,14.77
2307,Northwest Region,Donga-Mantung,160.63,Plains,14.01
2308,Far North Region,Diamare,447.34,Plains,14.15
2309,South Region,Vallee-du-Ntem,355.35,Mountainous,2.31
2310,East Region,Haut-Nyong,344.52,Coastal,19.43
2311,East Region,Lom-et-Djerem,438.03,Forest,11.09
2312,Adamawa Region,Djerem,255.64,Coastal,5.32
2313,Adamawa Region,Mbere,468.85,Forest,14.83
2314,Adamawa Region,Vina,369.66,Plains,17.17
2315,Far North Region,Mayo-Kani,440.19,Coastal,15.75
2316,Far North Region,Mayo-Tsanaga,61.16,Forest,7.66
2317,East Region,Lom-et-Djerem,412.83,Forest,10.17
2318,Northwest Region,Momo,125.03,Forest,7.8
2319,North Region,Benoue,383.54,Coastal,14.23
2320,Northwest Region,Ngo-Ketunjia,318.83,Coastal,4.44
2321,West Region,Bamboutos,375.36,Coastal,11.16
2322,Centre Region,Nyong-et-Kelle,346.93,Coastal,12.55
2323,North Region,Faro,410.47,Coastal,17.63
2324,Southwest Region,Fako,55.95,Mountainous,1.22
2325,East Region,Kadey,361.8,Coastal,2.21
2326,Littoral Region,Moungo,371.1,Plains,4.12
2327,Littoral Region,Moungo,474.19,Plains,4.75
2328,Littoral Region,Wouri,360.82,Mountainous,0.53
2329,Southwest Region,Ndian,329.63,Mountainous,18.27
2330,South Region,Mvila,114.24,Plains,1.39
2331,West Region,Mifi,284.32,Plains,15.92
2332,Northwest Region,Bui,271.13,Forest,19.31
2333,South Region,Vallee-du-Ntem,103.79,Mountainous,10.65
2334,West Region,Nde,220.86,Coastal,5.85
2335,Adamawa Region,Faro-et-Deo,453.11,Mountainous,6.8
2336,Northwest Region,Mezam,322.19,Coastal,15.08
2337,Northwest Region,Bui,167.59,Mountainous,17.38
2338,South Region,Mvila,64.03,Mountainous,10.14
2339,North Region,Faro,462.92,Mountainous,4.09
2340,Littoral Region,Wouri,464.51,Plains,14.79
2341,Littoral Region,Sanaga-Maritime,157.74,Plains,2.39
2342,Far North Region,Mayo-Tsanaga,180.72,Mountainous,18.82
2343,Southwest Region,Fako,246.13,Plains,18.24
2344,East Region,Haut-Nyong,243.1,Plains,4.04
2345,Adamawa Region,Faro-et-Deo,82.97,Coastal,4.59
2346,Littoral Region,Wouri,145.78,Mountainous,4.23
2347,Adamawa Region,Djerem,183.27,Mountainous,9.9
2348,Southwest Region,Lebialem,442.78,Forest,8.25
2349,East Region,Haut-Nyong,423.85,Coastal,14.62
2350,Far North Region,Mayo-Kani,351.55,Plains,2.0
2351,Centre Region,Haute-Sanaga,264.21,Mountainous,8.99
2352,Adamawa Region,Djerem,233.53,Mountainous,17.71
2353,West Region,Menoua,224.62,Forest,5.92
2354,Adamawa Region,Vina,218.88,Plains,6.48
2355,Adamawa Region,Mbere,168.27,Mountainous,4.69
2356,North Region,Faro,94.49,Coastal,8.64
2357,South Region,Dja-et-Lobo,378.62,Plains,16.68
2358,South Region,Dja-et-Lobo,403.91,Plains,11.56
2359,Far North Region,Diamare,111.94,Mountainous,3.49
2360,Centre Region,Haute-Sanaga,453.3,Plains,14.67
2361,Far North Region,Mayo-Sava,485.31,Coastal,7.8
2362,West Region,Bamboutos,465.95,Mountainous,13.51
2363,Littoral Region,Nkam,203.25,Forest,7.19
2364,Centre Region,Nyong-et-Kelle,262.88,Forest,14.69
2365,West Region,Mifi,144.52,Plains,19.66
2366,Southwest Region,Fako,250.75,Mountainous,18.18
2367,South Region,Dja-et-Lobo,54.76,Mountainous,7.94
2368,North Region,Mayo-Louti,450.05,Coastal,3.65
2369,Northwest Region,Donga-Mantung,152.66,Coastal,3.59
2370,West Region,Bamboutos,469.26,Plains,7.83
2371,Northwest Region,Momo,466.82,Forest,9.23
2372,Far North Region,Mayo-Kani,212.15,Coastal,1.63
2373,Centre Region,Nyong-et-Kelle,443.96,Forest,14.59
2374,Adamawa Region,Vina,274.59,Coastal,4.3
2375,Southwest Region,Fako,294.21,Mountainous,0.16
2376,West Region,Mifi,113.55,Plains,17.25
2377,Centre Region,Nyong-et-Kelle,146.52,Forest,9.42
2378,Northwest Region,Mezam,211.81,Mountainous,5.94
2379,West Region,Menoua,174.71,Forest,13.97
2380,North Region,Mayo-Rey,123.69,Forest,2.67
2381,Far North Region,Diamare,495.7,Forest,12.78
2382,Far North Region,Mayo-Sava,499.38,Plains,5.65
2383,Far North Region,Mayo-Kani,320.17,Plains,2.1
2384,North Region,Mayo-Louti,408.48,Mountainous,4.22
2385,Centre Region,Mbam-et-Kim,450.05,Mountainous,17.09
2386,North Region,Mayo-Louti,426.86,Forest,12.52
2387,Far North Region,Mayo-Sava,245.62,Plains,0.75
2388,Southwest Region,Fako,245.94,Mountainous,5.62
2389,North Region,Faro,408.6,Forest,18.67
2390,South Region,Dja-et-Lobo,228.84,Forest,0.74
2391,Littoral Region,Sanaga-Maritime,226.54,Mountainous,3.34
2392,Adamawa Region,Faro-et-Deo,330.56,Forest,5.76
2393,East Region,Lom-et-Djerem,233.03,Forest,1.66
2394,Centre Region,Mbam-et-Kim,337.02,Mountainous,16.37
2395,South Region,Vallee-du-Ntem,382.03,Mountainous,19.99
2396,Far North Region,Mayo-Kani,286.6,Forest,4.21
2397,South Region,Dja-et-Lobo,100.44,Plains,17.3
2398,North Region,Mayo-Rey,431.45,Mountainous,7.8
2399,Centre Region,Nyong-et-Kelle,459.4,Mountainous,13.65
2400,Northwest Region,Bui,490.43,Mountainous,18.37
2401,Southwest Region,Meme,246.93,Plains,5.16
2402,Southwest Region,Lebialem,399.83,Plains,2.11
2403,Littoral Region,Moungo,61.04,Mountainous,15.28
2404,North Region,Mayo-Louti,100.28,Plains,2.95
2405,Centre Region,Mfoundi,481.24,Mountainous,10.95
2406,Southwest Region,Meme,499.01,Plains,12.45
2407,Littoral Region,Sanaga-Maritime,354.28,Forest,2.75
2408,South Region,Mvila,233.49,Forest,3.85
2409,Southwest Region,Meme,94.95,Forest,6.09
2410,North Region,Benoue,315.61,Mountainous,13.44
2411,West Region,Nde,362.63,Forest,14.29
2412,Southwest Region,Kupe-Manenguba,490.15,Forest,12.56
2413,Centre Region,Haute-Sanaga,179.71,Forest,11.59
2414,North Region,Mayo-Rey,114.04,Coastal,8.84
2415,South Region,Ocean,210.95,Mountainous,3.56
2416,North Region,Faro,169.03,Mountainous,18.58
2417,Northwest Region,Bui,363.65,Coastal,15.09
2418,East Region,Boumba-et-Ngoko,274.91,Coastal,15.53
2419,Littoral Region,Sanaga-Maritime,422.91,Mountainous,18.66
2420,Far North Region,Mayo-Danay,296.79,Coastal,13.64
2421,Adamawa Region,Faro-et-Deo,291.97,Coastal,8.58
2422,Centre Region,Nyong-et-Kelle,463.45,Plains,12.02
2423,Northwest Region,Mezam,252.7,Mountainous,13.2
2424,Littoral Region,Moungo,208.81,Forest,17.33
2425,North Region,Mayo-Louti,363.59,Plains,13.85
2426,Southwest Region,Kupe-Manenguba,177.49,Plains,19.73
2427,Northwest Region,Momo,168.39,Coastal,0.79
2428,East Region,Lom-et-Djerem,211.42,Plains,10.11
2429,East Region,Kadey,469.15,Plains,12.4
2430,North Region,Faro,284.94,Forest,2.84
2431,South Region,Mvila,234.45,Coastal,14.51
2432,Northwest Region,Mezam,472.42,Plains,10.77
2433,South Region,Mvila,61.17,Plains,12.02
2434,West Region,Haut-Nkam,103.51,Forest,18.89
2435,Northwest Region,Mezam,439.09,Coastal,2.78
2436,Centre Region,Haute-Sanaga,171.49,Mountainous,7.32
2437,South Region,Ocean,397.15,Coastal,16.86
2438,East Region,Lom-et-Djerem,495.86,Forest,18.87
2439,West Region,Mifi,341.58,Forest,19.58
2440,West Region,Mifi,442.57,Forest,19.12
2441,Littoral Region,Wouri,411.27,Mountainous,17.81
2442,Northwest Region,Donga-Mantung,288.22,Coastal,2.12
2443,North Region,Benoue,483.44,Mountainous,3.87
2444,Adamawa Region,Djerem,81.89,Forest,19.63
2445,Littoral Region,Nkam,136.2,Plains,10.82
2446,Southwest Region,Ndian,433.54,Forest,2.26
2447,Centre Region,Mbam-et-Kim,481.0,Forest,18.55
2448,Adamawa Region,Mayo-Banyo,238.46,Plains,4.63
2449,Northwest Region,Ngo-Ketunjia,429.96,Coastal,12.53
2450,Far North Region,Mayo-Tsanaga,498.75,Forest,6.9
2451,Centre Region,Mfoundi,419.23,Plains,15.76
2452,East Region,Haut-Nyong,233.82,Mountainous,5.4
2453,South Region,Dja-et-Lobo,110.53,Coastal,9.48
