Prevention_key,Nets_distributed,Spray_coverage,Control_method,Last_campaign_date
2174,3536,48.45,Indoor Residual Spraying,2021-12-22
2175,2564,55.02,Bed Net Distribution,2018-05-09
2176,2924,48.11,Larvicide Application,2015-07-04
2177,2926,92.05,Larvicide Application,2022-10-29
2178,4371,80.93,Environmental Management,2020-03-16
2179,840,94.07,Environmental Management,2022-08-22
2180,4539,82.19,Environmental Management,2019-02-03
2181,2828,40.55,Larvicide Application,2016-07-31
2182,561,81.21,Larvicide Application,2021-02-15
2183,395,82.77,Environmental Management,2018-08-29
2184,3639,42.01,Bed Net Distribution,2020-09-22
2185,156,43.37,Environmental Management,2016-04-12
2186,500,43.93,Larvicide Application,2023-12-11
2187,4005,74.1,Environmental Management,2021-10-15
2188,4103,93.47,Environmental Management,2021-11-05
2189,4748,64.71,Larvicide Application,2016-12-26
2190,4580,86.2,Bed Net Distribution,2023-11-06
2191,4450,84.65,Bed Net Distribution,2020-01-07
2192,3318,76.72,Environmental Management,2017-03-08
2193,431,47.86,Indoor Residual Spraying,2016-06-30
2194,4541,92.35,Environmental Management,2018-10-18
2195,4343,60.82,Indoor Residual Spraying,2019-09-19
2196,1657,45.07,Indoor Residual Spraying,2017-09-03
2197,4025,71.46,Environmental Management,2016-03-06
2198,2131,72.51,Indoor Residual Spraying,2019-09-24
2199,3473,61.15,Bed Net Distribution,2021-09-25
2200,2155,75.15,Indoor Residual Spraying,2023-04-18
2201,4154,88.71,Larvicide Application,2015-08-27
2202,3793,80.02,Larvicide Application,2021-01-15
2203,576,88.28,Bed Net Distribution,2020-05-17
2204,4744,90.47,Bed Net Distribution,2020-10-02
2205,1086,92.08,Larvicide Application,2022-06-28
2206,3944,65.51,Indoor Residual Spraying,2023-03-24
2207,1654,85.59,Larvicide Application,2018-02-01
2208,4777,53.24,Bed Net Distribution,2017-06-26
2209,3491,53.25,Environmental Management,2021-07-19
2210,572,47.26,Larvicide Application,2019-07-05
2211,4680,66.84,Bed Net Distribution,2021-06-19
2212,2197,63.72,Environmental Management,2021-01-18
2213,1853,80.68,Bed Net Distribution,2019-12-30
2214,1469,92.06,Larvicide Application,2023-03-12
2215,1433,75.37,Indoor Residual Spraying,2022-09-29
2216,2079,56.9,Environmental Management,2023-10-26
2217,4414,63.32,Larvicide Application,2022-08-19
2218,1750,92.54,Bed Net Distribution,2021-08-29
2219,1171,47.8,Bed Net Distribution,2018-12-19
2220,2546,69.24,Bed Net Distribution,2018-07-15
2221,635,45.34,Larvicide Application,2015-04-23
2222,4424,71.41,Larvicide Application,2020-05-01
2223,4999,55.28,Environmental Management,2017-01-13
2224,664,63.94,Larvicide Application,2016-07-12
2225,4630,87.84,Indoor Residual Spraying,2022-06-15
2226,839,91.1,Bed Net Distribution,2015-02-03
2227,1336,40.11,Larvicide Application,2018-07-17
2228,3936,90.81,Bed Net Distribution,2017-09-25
2229,2524,50.25,Environmental Management,2018-04-21
2230,1210,66.69,Indoor Residual Spraying,2022-06-19
2231,2003,76.72,Environmental Management,2023-07-05
2232,4678,64.24,Environmental Management,2017-11-19
2233,2005,71.71,Larvicide Application,2023-02-11
2234,4963,86.36,Bed Net Distribution,2020-03-04
2235,3123,45.35,Environmental Management,2022-05-31
2236,1680,51.96,Indoor Residual Spraying,2020-10-02
2237,1417,85.67,Larvicide Application,2022-07-04
2238,4206,47.26,Indoor Residual Spraying,2018-04-03
2239,2200,50.4,Indoor Residual Spraying,2021-03-06
2240,1628,64.68,Indoor Residual Spraying,2020-09-15
2241,4994,80.32,Environmental Management,2017-02-06
2242,374,60.88,Environmental Management,2015-09-12
2243,257,85.69,Bed Net Distribution,2021-08-13
2244,1059,57.66,Indoor Residual Spraying,2020-10-03
2245,419,70.55,Environmental Management,2021-01-09
2246,1205,55.72,Bed Net Distribution,2022-03-17
2247,4782,83.1,Larvicide Application,2023-03-24
2248,2387,61.19,Indoor Residual Spraying,2018-07-25
2249,2958,58.17,Environmental Management,2022-05-30
2250,2132,62.65,Bed Net Distribution,2022-07-24
2251,2942,85.29,Environmental Management,2017-03-08
2252,1069,49.91,Environmental Management,2016-05-02
2253,3760,91.31,Indoor Residual Spraying,2020-04-11
2254,3646,65.74,Environmental Management,2020-09-29
2255,551,76.61,Larvicide Application,2017-08-09
2256,4033,91.18,Bed Net Distribution,2016-02-02
2257,4774,58.63,Larvicide Application,2020-06-21
2258,858,43.95,Environmental Management,2018-07-23
2259,1907,52.97,Environmental Management,2018-02-21
2260,2916,65.5,Indoor Residual Spraying,2022-11-26
2261,675,58.9,Larvicide Application,2023-07-22
2262,1505,48.06,Environmental Management,2023-10-14
2263,3810,47.15,Bed Net Distribution,2019-08-19
2264,4821,88.33,Bed Net Distribution,2023-02-26
2265,3905,48.81,Indoor Residual Spraying,2019-06-22
2266,2997,87.03,Larvicide Application,2015-06-29
2267,3339,64.87,Bed Net Distribution,2023-03-01
2268,2386,45.24,Indoor Residual Spraying,2019-03-02
2269,999,60.75,Bed Net Distribution,2017-05-20
2270,4837,68.28,Indoor Residual Spraying,2020-06-27
2271,135,80.3,Indoor Residual Spraying,2016-03-19
2272,3287,75.1,Environmental Management,2016-01-02
2273,2181,47.25,Larvicide Application,2017-02-15
2274,3990,94.3,Indoor Residual Spraying,2016-11-14
2275,4127,45.45,Bed Net Distribution,2018-01-08
2276,4804,91.39,Indoor Residual Spraying,2015-10-25
2277,917,82.05,Bed Net Distribution,2017-06-19
2278,1450,46.22,Larvicide Application,2023-04-29
2279,4961,63.08,Bed Net Distribution,2017-02-05
2280,4555,86.44,Larvicide Application,2018-11-05
2281,3329,54.72,Environmental Management,2021-03-05
2282,4332,87.8,Larvicide Application,2022-12-01
2283,2638,40.65,Indoor Residual Spraying,2022-08-04
2284,4509,72.5,Indoor Residual Spraying,2015-06-08
2285,1742,74.17,Indoor Residual Spraying,2020-06-07
2286,4850,63.59,Larvicide Application,2017-08-15
2287,2135,87.08,Larvicide Application,2019-02-08
2288,3130,76.32,Bed Net Distribution,2023-10-13
2289,3476,55.73,Larvicide Application,2023-04-16
2290,3590,66.15,Larvicide Application,2016-05-26
2291,1276,75.74,Bed Net Distribution,2021-07-03
2292,4286,61.04,Larvicide Application,2023-06-03
2293,4700,40.67,Environmental Management,2021-02-01
2294,2741,74.07,Bed Net Distribution,2018-02-25
2295,2000,63.7,Larvicide Application,2017-06-04
2296,4759,94.61,Environmental Management,2016-12-31
2297,1143,52.03,Bed Net Distribution,2020-04-08
2298,2988,86.41,Environmental Management,2016-06-20
2299,4699,49.12,Bed Net Distribution,2021-07-31
2300,3991,76.11,Bed Net Distribution,2019-06-12
2301,1176,91.47,Larvicide Application,2019-06-16
2302,1295,55.03,Indoor Residual Spraying,2018-08-25
2303,639,85.14,Bed Net Distribution,2019-12-08
2304,4882,50.19,Bed Net Distribution,2017-08-23
2305,2368,69.41,Larvicide Application,2022-04-28
2306,1771,93.15,Indoor Residual Spraying,2021-01-09
2307,4845,89.52,Larvicide Application,2020-07-21
2308,1586,50.49,Environmental Management,2023-07-26
2309,1283,94.14,Larvicide Application,2016-07-07
2310,1668,53.21,Bed Net Distribution,2017-05-28
2311,4671,69.81,Bed Net Distribution,2017-02-09
2312,4194,58.2,Indoor Residual Spraying,2017-09-02
2313,3322,59.41,Larvicide Application,2019-12-23
2314,1802,79.77,Indoor Residual Spraying,2019-12-03
2315,3754,47.19,Indoor Residual Spraying,2023-01-05
2316,705,62.09,Larvicide Application,2021-05-25
2317,755,84.89,Larvicide Application,2020-09-20
2318,2380,67.65,Environmental Management,2022-08-07
2319,2301,86.04,Bed Net Distribution,2017-05-20
2320,472,91.66,Environmental Management,2023-06-07
2321,2364,41.55,Larvicide Application,2015-04-17
2322,453,57.7,Bed Net Distribution,2015-08-30
2323,2317,41.34,Indoor Residual Spraying,2023-02-02
2324,2866,68.42,Larvicide Application,2015-01-04
2325,3344,64.2,Larvicide Application,2019-02-20
2326,1912,45.25,Environmental Management,2022-09-08
2327,3137,53.37,Bed Net Distribution,2015-08-12
2328,3365,51.79,Bed Net Distribution,2018-03-12
2329,1930,79.87,Environmental Management,2015-02-01
2330,3859,71.66,Environmental Management,2023-05-02
2331,3891,71.09,Bed Net Distribution,2021-09-03
2332,220,60.74,Bed Net Distribution,2017-07-06
2333,546,85.87,Environmental Management,2022-09-17
2334,274,58.92,Environmental Management,2018-11-05
2335,4010,79.07,Bed Net Distribution,2022-08-24
2336,3698,45.19,Larvicide Application,2019-04-26
2337,2569,40.92,Larvicide Application,2022-10-11
2338,3365,59.68,Larvicide Application,2015-04-11
2339,1636,49.18,Indoor Residual Spraying,2018-07-01
2340,1867,86.99,Larvicide Application,2015-03-07
2341,3330,50.23,Bed Net Distribution,2019-11-19
2342,4547,82.79,Bed Net Distribution,2021-09-07
2343,1822,54.96,Environmental Management,2018-10-10
2344,2491,45.59,Bed Net Distribution,2022-10-12
2345,551,47.02,Environmental Management,2017-03-20
2346,3602,77.65,Indoor Residual Spraying,2020-12-13
2347,2367,52.29,Larvicide Application,2015-11-26
2348,3109,93.55,Larvicide Application,2018-08-08
2349,1765,55.84,Larvicide Application,2015-06-12
2350,2203,93.68,Indoor Residual Spraying,2021-09-12
2351,786,49.55,Bed Net Distribution,2015-02-04
2352,2499,79.56,Environmental Management,2015-06-19
2353,732,58.62,Environmental Management,2020-08-30
2354,1768,91.4,Environmental Management,2016-04-17
2355,4138,57.09,Larvicide Application,2023-02-07
2356,1116,68.79,Larvicide Application,2015-11-06
2357,2727,74.11,Indoor Residual Spraying,2015-06-13
2358,2243,89.29,Larvicide Application,2017-12-09
2359,4621,77.55,Indoor Residual Spraying,2018-03-19
2360,1086,91.15,Bed Net Distribution,2021-11-24
2361,1530,45.5,Larvicide Application,2021-09-16
2362,782,47.72,Indoor Residual Spraying,2017-12-15
2363,2741,69.73,Indoor Residual Spraying,2015-06-10
2364,1796,83.42,Environmental Management,2023-02-13
2365,2591,71.67,Larvicide Application,2016-05-17
2366,681,81.36,Environmental Management,2017-08-04
2367,933,55.77,Environmental Management,2017-07-31
2368,4853,94.42,Larvicide Application,2015-09-06
2369,1348,71.69,Environmental Management,2023-12-31
2370,1206,52.41,Bed Net Distribution,2019-02-11
2371,4478,94.16,Bed Net Distribution,2016-10-29
2372,3278,63.97,Environmental Management,2021-01-14
2373,4727,67.99,Indoor Residual Spraying,2015-11-17
2374,1145,84.28,Environmental Management,2017-10-05
2375,1875,60.39,Larvicide Application,2016-07-18
2376,3891,53.08,Bed Net Distribution,2016-06-04
2377,237,53.77,Indoor Residual Spraying,2016-06-29
2378,3997,40.42,Larvicide Application,2015-02-16
2379,3665,66.9,Larvicide Application,2017-11-21
2380,3886,56.54,Bed Net Distribution,2023-01-05
2381,2018,44.02,Indoor Residual Spraying,2023-11-25
2382,1806,71.36,Indoor Residual Spraying,2018-11-13
2383,4271,94.39,Bed Net Distribution,2018-06-08
2384,4581,90.34,Larvicide Application,2023-04-05
2385,1520,60.17,Indoor Residual Spraying,2016-08-13
2386,1453,51.98,Bed Net Distribution,2022-04-29
2387,3051,46.14,Environmental Management,2018-06-15
2388,1339,53.68,Larvicide Application,2018-04-29
2389,4548,72.22,Indoor Residual Spraying,2021-10-16
2390,3069,89.68,Indoor Residual Spraying,2017-12-04
2391,1668,66.69,Indoor Residual Spraying,2019-07-20
2392,3818,76.65,Environmental Management,2018-03-07
2393,4238,94.89,Indoor Residual Spraying,2020-03-25
2394,3545,59.78,Bed Net Distribution,2015-06-19
2395,4146,45.16,Bed Net Distribution,2017-05-04
2396,3249,50.39,Bed Net Distribution,2017-10-15
2397,4352,57.18,Indoor Residual Spraying,2022-01-04
2398,3835,89.12,Indoor Residual Spraying,2018-10-15
2399,1005,62.05,Indoor Residual Spraying,2018-06-12
2400,3995,47.65,Indoor Residual Spraying,2022-09-06
2401,3123,75.79,Bed Net Distribution,2022-02-09
2402,685,65.42,Bed Net Distribution,2022-11-04
2403,2496,55.75,Indoor Residual Spraying,2021-06-30
2404,2345,65.63,Indoor Residual Spraying,2019-08-09
2405,3236,40.77,Larvicide Application,2016-12-02
2406,238,76.19,Larvicide Application,2015-05-07
2407,4758,41.62,Bed Net Distribution,2020-08-15
2408,713,74.15,Bed Net Distribution,2021-05-15
2409,402,43.38,Larvicide Application,2015-02-12
2410,1462,69.38,Larvicide Application,2017-05-03
2411,2225,86.88,Environmental Management,2015-06-24
2412,2089,62.89,Bed Net Distribution,2016-05-27
2413,4209,67.56,Bed Net Distribution,2023-02-23
2414,984,81.84,Larvicide Application,2020-04-16
2415,1328,52.35,Bed Net Distribution,2021-03-20
2416,2464,50.19,Bed Net Distribution,2015-12-14
2417,2586,91.98,Environmental Management,2020-10-20
2418,4576,54.72,Larvicide Application,2015-04-27
2419,4932,80.69,Larvicide Application,2020-09-28
2420,3216,85.67,Indoor Residual Spraying,2015-03-31
2421,2472,89.02,Larvicide Application,2022-03-24
2422,4878,67.48,Environmental Management,2020-04-24
2423,1612,62.32,Environmental Management,2016-07-26
2424,2844,80.0,Bed Net Distribution,2019-05-20
2425,4838,76.37,Environmental Management,2015-07-25
2426,2833,53.72,Larvicide Application,2015-03-27
2427,2246,76.35,Indoor Residual Spraying,2015-06-07
2428,4455,58.62,Indoor Residual Spraying,2021-05-05
2429,4109,52.5,Indoor Residual Spraying,2017-08-28
2430,217,43.25,Larvicide Application,2020-07-31
2431,1452,79.49,Environmental Management,2023-12-02
2432,1591,55.57,Indoor Residual Spraying,2016-10-31
2433,4244,40.72,Larvicide Application,2017-04-21
2434,4470,85.84,Indoor Residual Spraying,2023-05-20
2435,1518,81.52,Bed Net Distribution,2016-09-10
2436,1089,57.39,Environmental Management,2018-11-03
2437,4064,63.09,Larvicide Application,2022-06-16
2438,2075,58.04,Bed Net Distribution,2017-08-15
2439,4266,74.9,Indoor Residual Spraying,2020-07-05
2440,3251,67.53,Larvicide Application,2020-11-07
2441,4854,59.4,Bed Net Distribution,2017-07-24
2442,4855,73.3,Bed Net Distribution,2017-09-19
2443,695,45.93,Indoor Residual Spraying,2023-05-29
2444,3640,68.35,Environmental Management,2023-06-21
2445,2576,43.32,Environmental Management,2019-08-11
2446,3594,50.34,Indoor Residual Spraying,2018-12-04
2447,4578,69.46,Bed Net Distribution,2017-11-10
2448,3019,40.39,Bed Net Distribution,2016-03-17
2449,2592,91.99,Environmental Management,2020-04-01
2450,3933,81.35,Environmental Management,2018-09-26
2451,4663,52.15,Environmental Management,2020-08-08
2452,1516,71.47,Larvicide Application,2022-08-07
2453,514,62.82,Bed Net Distribution,2020-12-30
2454,4727,59.65,Environmental Management,2015-11-29
2455,543,62.18,Bed Net Distribution,2015-08-14
2456,3546,94.03,Larvicide Application,2021-11-11
2457,1297,91.05,Indoor Residual Spraying,2023-07-16
2458,866,73.01,Larvicide Application,2019-01-10
2459,593,54.16,Environmental Management,2018-02-17
2460,3864,68.18,Larvicide Application,2021-10-12
2461,399,40.73,Bed Net Distribution,2019-04-05
2462,3138,55.19,Environmental Management,2023-02-04
2463,4556,73.05,Larvicide Application,2023-12-30
2464,3089,94.31,Environmental Management,2020-11-25
2465,3445,53.47,Larvicide Application,2022-10-03
2466,287,82.29,Bed Net Distribution,2017-09-25
2467,3163,81.34,Indoor Residual Spraying,2015-07-02
2468,2737,42.21,Environmental Management,2023-10-06
2469,2528,60.35,Larvicide Application,2021-08-23
2470,2018,65.84,Environmental Management,2015-05-23
2471,735,73.35,Environmental Management,2015-01-14
2472,1073,44.76,Larvicide Application,2021-11-26
2473,1151,58.74,Larvicide Application,2020-09-11
2474,2830,68.25,Larvicide Application,2018-10-19
2475,1367,90.41,Bed Net Distribution,2021-02-09
2476,2275,46.88,Larvicide Application,2017-11-08
2477,1619,73.37,Larvicide Application,2015-10-20
2478,1330,44.07,Bed Net Distribution,2019-10-04
2479,1212,57.9,Environmental Management,2022-03-24
2480,4414,56.81,Indoor Residual Spraying,2019-07-30
2481,1644,41.93,Larvicide Application,2021-05-10
2482,4760,89.95,Larvicide Application,2019-04-05
2483,3842,63.07,Bed Net Distribution,2019-01-23
2484,2221,40.96,Bed Net Distribution,2015-11-26
2485,1296,42.08,Larvicide Application,2021-11-05
2486,310,73.77,Indoor Residual Spraying,2022-08-11
2487,3323,65.21,Environmental Management,2018-08-25
2488,3147,63.17,Environmental Management,2017-04-12
2489,2253,76.55,Environmental Management,2015-07-18
2490,1511,79.21,Indoor Residual Spraying,2021-12-14
2491,2652,93.16,Environmental Management,2017-08-16
2492,4586,94.24,Larvicide Application,2021-07-06
2493,751,85.16,Indoor Residual Spraying,2017-06-14
2494,3455,76.38,Larvicide Application,2020-03-05
2495,1927,79.75,Indoor Residual Spraying,2023-05-16
2496,220,42.43,Bed Net Distribution,2023-08-14
2497,3158,79.66,Indoor Residual Spraying,2017-01-14
2498,3102,41.95,Larvicide Application,2017-07-15
2499,1035,44.8,Bed Net Distribution,2018-06-20
2500,1936,74.59,Bed Net Distribution,2021-05-12
2501,504,41.65,Bed Net Distribution,2018-08-10
2502,1450,52.06,Indoor Residual Spraying,2018-03-29
2503,166,60.13,Bed Net Distribution,2018-01-23
2504,708,73.91,Larvicide Application,2019-10-24
2505,3416,80.71,Bed Net Distribution,2021-11-02
2506,4191,73.55,Indoor Residual Spraying,2020-03-05
2507,450,55.19,Environmental Management,2021-03-10
2508,4596,58.38,Bed Net Distribution,2019-02-07
2509,514,44.89,Larvicide Application,2023-11-17
2510,460,77.95,Environmental Management,2020-05-26
2511,4226,49.3,Indoor Residual Spraying,2018-02-12
2512,4937,93.29,Environmental Management,2019-01-03
2513,4831,77.11,Environmental Management,2016-05-29
2514,3352,69.83,Bed Net Distribution,2018-12-25
2515,826,75.6,Indoor Residual Spraying,2019-11-03
2516,306,43.54,Indoor Residual Spraying,2019-11-06
2517,796,90.28,Bed Net Distribution,2017-04-16
2518,4598,68.7,Bed Net Distribution,2021-04-03
2519,2887,78.95,Larvicide Application,2020-08-26
2520,1055,93.0,Larvicide Application,2023-12-02
2521,3946,74.66,Bed Net Distribution,2022-11-22
2522,1386,66.45,Larvicide Application,2023-09-08
2523,4224,87.68,Larvicide Application,2023-10-12
2524,4162,46.17,Larvicide Application,2017-04-07
2525,4171,59.19,Environmental Management,2016-11-27
2526,4281,87.41,Bed Net Distribution,2023-02-24
2527,4100,86.21,Bed Net Distribution,2019-07-23
2528,2413,82.92,Indoor Residual Spraying,2022-05-26
2529,980,82.65,Bed Net Distribution,2016-01-22
2530,4148,67.02,Larvicide Application,2019-05-04
2531,1387,62.54,Bed Net Distribution,2015-11-01
2532,817,82.3,Indoor Residual Spraying,2023-10-03
2533,4505,41.3,Bed Net Distribution,2016-05-09
2534,1130,54.67,Larvicide Application,2017-02-10
2535,3883,68.95,Larvicide Application,2018-04-26
2536,3952,55.92,Bed Net Distribution,2015-10-30
2537,1962,61.94,Larvicide Application,2022-04-10
2538,1218,83.02,Environmental Management,2016-10-30
2539,2752,72.1,Indoor Residual Spraying,2018-09-27
2540,4991,45.5,Larvicide Application,2016-10-27
2541,4368,77.85,Environmental Management,2020-07-27
2542,1912,92.68,Bed Net Distribution,2020-09-24
2543,1856,49.73,Bed Net Distribution,2019-06-29
2544,3592,58.76,Bed Net Distribution,2019-02-04
2545,1186,51.15,Larvicide Application,2019-02-21
2546,2213,91.38,Larvicide Application,2023-11-24
2547,1710,88.67,Larvicide Application,2016-05-30
2548,3179,73.17,Larvicide Application,2015-10-30
2549,368,57.98,Larvicide Application,2019-04-14
2550,3754,59.21,Larvicide Application,2018-11-15
2551,3166,85.04,Bed Net Distribution,2021-05-15
2552,3993,72.28,Environmental Management,2023-02-01
2553,1236,49.02,Bed Net Distribution,2019-02-19
2554,2517,53.18,Bed Net Distribution,2017-12-27
2555,3459,71.83,Indoor Residual Spraying,2023-07-25
2556,105,90.56,Indoor Residual Spraying,2020-10-08
2557,4326,53.19,Larvicide Application,2016-08-17
2558,1272,81.19,Environmental Management,2017-11-28
2559,4112,84.74,Indoor Residual Spraying,2015-04-08
2560,1104,70.12,Bed Net Distribution,2015-10-12
2561,3200,49.82,Indoor Residual Spraying,2023-05-13
2562,4902,67.79,Larvicide Application,2019-10-17
2563,3993,67.89,Environmental Management,2023-03-12
2564,1711,86.45,Indoor Residual Spraying,2021-12-25
2565,3024,92.13,Larvicide Application,2015-03-20
2566,3817,66.06,Indoor Residual Spraying,2018-04-26
2567,934,43.61,Indoor Residual Spraying,2019-09-07
2568,625,79.71,Environmental Management,2015-03-26
2569,4154,57.65,Bed Net Distribution,2017-09-12
2570,3095,49.49,Bed Net Distribution,2020-10-12
2571,2560,85.13,Larvicide Application,2020-07-07
2572,4679,83.37,Larvicide Application,2015-12-31
2573,3838,58.81,Larvicide Application,2023-05-07
2574,4797,69.39,Larvicide Application,2021-10-06
2575,4285,47.47,Larvicide Application,2017-12-23
2576,4761,82.12,Larvicide Application,2017-01-20
2577,3332,51.54,Larvicide Application,2022-01-12
2578,3398,57.27,Indoor Residual Spraying,2021-12-11
2579,965,68.02,Larvicide Application,2023-10-04
2580,671,83.48,Larvicide Application,2022-02-15
2581,4168,74.0,Indoor Residual Spraying,2016-10-20
2582,1959,46.16,Larvicide Application,2020-09-16
2583,1272,61.8,Environmental Management,2016-01-16
2584,3111,67.46,Indoor Residual Spraying,2019-05-17
2585,3263,44.45,Environmental Management,2018-12-29
2586,4509,73.11,Indoor Residual Spraying,2016-04-19
2587,4175,56.47,Larvicide Application,2015-01-05
2588,2426,68.62,Larvicide Application,2020-04-26
2589,2387,60.32,Environmental Management,2022-07-28
2590,4208,65.03,Environmental Management,2015-04-10
2591,4056,64.41,Indoor Residual Spraying,2018-12-20
2592,4383,94.7,Larvicide Application,2017-03-28
2593,3904,75.77,Indoor Residual Spraying,2021-10-17
2594,3449,52.59,Bed Net Distribution,2023-01-25
2595,124,67.29,Bed Net Distribution,2016-11-28
2596,4707,89.63,Indoor Residual Spraying,2015-12-29
2597,3160,74.84,Bed Net Distribution,2020-09-21
2598,3261,41.45,Larvicide Application,2016-01-25
2599,3991,85.58,Indoor Residual Spraying,2018-05-17
2600,4134,90.94,Larvicide Application,2015-11-22
2601,4798,84.06,Bed Net Distribution,2017-11-04
2602,4591,47.09,Bed Net Distribution,2015-12-08
2603,1603,60.66,Bed Net Distribution,2022-03-22
2604,1835,92.67,Larvicide Application,2018-04-03
2605,376,53.56,Larvicide Application,2018-11-26
2606,286,53.29,Bed Net Distribution,2021-07-05
2607,3191,52.61,Bed Net Distribution,2017-10-19
2608,3385,69.85,Environmental Management,2018-07-30
2609,190,51.7,Larvicide Application,2021-02-12
2610,314,58.89,Larvicide Application,2016-03-17
2611,858,63.7,Bed Net Distribution,2015-06-11
2612,535,76.49,Bed Net Distribution,2021-06-13
2613,2740,70.02,Environmental Management,2020-09-16
2614,4884,85.49,Environmental Management,2021-08-27
2615,792,47.38,Larvicide Application,2022-11-03
2616,4156,77.3,Larvicide Application,2022-10-28
2617,2575,92.26,Larvicide Application,2016-05-04
2618,368,58.09,Bed Net Distribution,2022-12-16
2619,2794,61.09,Larvicide Application,2022-04-05
2620,2062,76.37,Indoor Residual Spraying,2015-01-28
2621,2987,82.37,Indoor Residual Spraying,2018-12-22
2622,3665,67.45,Bed Net Distribution,2016-11-06
2623,1764,63.54,Bed Net Distribution,2016-08-01
2624,226,77.73,Bed Net Distribution,2021-04-13
2625,2724,60.04,Larvicide Application,2018-10-28
2626,2731,79.39,Indoor Residual Spraying,2022-09-26
2627,847,78.91,Indoor Residual Spraying,2015-01-06
2628,2871,84.05,Indoor Residual Spraying,2015-10-11
2629,3649,64.8,Bed Net Distribution,2023-07-06
2630,2200,60.57,Larvicide Application,2016-05-06
2631,2198,51.69,Larvicide Application,2018-06-28
2632,4613,86.4,Indoor Residual Spraying,2017-05-06
2633,3575,66.0,Environmental Management,2015-02-21
2634,2014,75.98,Larvicide Application,2021-04-24
2635,3955,67.02,Larvicide Application,2018-06-26
2636,4447,85.98,Larvicide Application,2015-08-16
2637,1015,54.59,Bed Net Distribution,2021-03-06
2638,1540,75.57,Larvicide Application,2019-04-14
2639,897,79.8,Indoor Residual Spraying,2019-05-01
2640,4379,40.58,Bed Net Distribution,2021-07-02
2641,2003,55.53,Indoor Residual Spraying,2015-02-16
2642,3029,83.94,Larvicide Application,2021-04-15
2643,1507,52.19,Environmental Management,2021-06-16
2644,666,45.45,Larvicide Application,2022-10-16
2645,3773,74.35,Environmental Management,2022-09-11
2646,3928,67.89,Bed Net Distribution,2015-02-17
2647,1712,66.27,Indoor Residual Spraying,2018-04-07
2648,4489,51.24,Environmental Management,2016-09-12
2649,493,90.72,Larvicide Application,2016-02-24
2650,1154,55.07,Larvicide Application,2022-06-05
2651,2792,90.72,Bed Net Distribution,2018-10-15
2652,1318,77.25,Environmental Management,2022-09-29
2653,3711,67.94,Larvicide Application,2021-11-05
2654,488,61.27,Indoor Residual Spraying,2021-10-14
2655,1224,53.52,Environmental Management,2020-08-09
2656,642,50.87,Environmental Management,2018-05-31
2657,4135,51.42,Indoor Residual Spraying,2021-12-04
2658,1012,42.09,Indoor Residual Spraying,2022-08-20
2659,4086,83.12,Indoor Residual Spraying,2019-01-02
2660,3602,44.56,Larvicide Application,2021-09-13
2661,2420,55.52,Indoor Residual Spraying,2023-05-06
2662,804,83.65,Larvicide Application,2022-05-30
2663,4619,72.98,Bed Net Distribution,2020-04-02
2664,1768,92.65,Larvicide Application,2020-02-25
2665,775,87.54,Environmental Management,2017-03-14
2666,2267,76.26,Bed Net Distribution,2017-04-16
2667,1928,49.45,Larvicide Application,2018-03-10
2668,443,88.8,Larvicide Application,2023-05-07
2669,4420,43.44,Environmental Management,2015-02-11
2670,2358,40.78,Indoor Residual Spraying,2015-01-01
2671,888,48.29,Larvicide Application,2018-10-25
2672,230,76.2,Bed Net Distribution,2020-12-24
2673,296,86.92,Environmental Management,2016-10-05
2674,2849,49.46,Larvicide Application,2017-11-28
2675,2405,66.7,Indoor Residual Spraying,2016-03-19
2676,3521,87.77,Indoor Residual Spraying,2018-02-12
2677,4169,91.1,Bed Net Distribution,2021-08-30
2678,3198,44.82,Indoor Residual Spraying,2018-10-29
2679,4504,54.08,Bed Net Distribution,2020-03-15
2680,1594,52.81,Bed Net Distribution,2020-10-20
2681,4189,77.0,Environmental Management,2015-08-31
2682,3601,73.02,Larvicide Application,2017-09-08
2683,4402,88.95,Larvicide Application,2015-01-29
2684,958,66.11,Larvicide Application,2016-03-05
2685,3258,52.57,Indoor Residual Spraying,2018-09-08
2686,1847,59.26,Bed Net Distribution,2019-04-26
2687,1592,73.03,Larvicide Application,2019-08-09
2688,1466,74.98,Indoor Residual Spraying,2017-05-07
2689,1858,85.1,Bed Net Distribution,2020-02-28
2690,1366,68.78,Indoor Residual Spraying,2015-06-16
2691,2265,70.85,Environmental Management,2015-09-17
2692,2459,63.28,Indoor Residual Spraying,2017-03-28
2693,4992,62.9,Bed Net Distribution,2022-07-05
2694,4078,56.42,Environmental Management,2021-01-13
2695,1888,41.69,Environmental Management,2015-04-05
2696,3710,83.65,Environmental Management,2020-10-27
2697,154,73.85,Larvicide Application,2023-12-03
2698,2819,40.02,Indoor Residual Spraying,2018-07-06
2699,4979,62.46,Larvicide Application,2015-04-22
2700,3958,90.61,Environmental Management,2020-06-07
2701,2593,69.76,Larvicide Application,2022-02-05
2702,4522,50.83,Environmental Management,2019-06-13
2703,2483,74.29,Bed Net Distribution,2023-08-21
2704,1599,54.87,Larvicide Application,2023-06-05
2705,4098,52.13,Environmental Management,2021-03-10
2706,4674,89.62,Larvicide Application,2018-06-05
2707,924,79.56,Bed Net Distribution,2022-01-20
2708,793,63.0,Larvicide Application,2015-02-27
2709,1453,93.57,Environmental Management,2022-05-25
2710,273,45.73,Larvicide Application,2023-12-31
