Demographic_key,Age_group,Socio_economic_status,Vaccination_rate,Housing_type
2301,Adults (15-64),Low Income,89.23,Semi-urban
2302,Elderly (65+),High Income,79.65,Semi-urban
2303,Adults (15-64),High Income,48.89,Semi-urban
2304,Children (0-14),High Income,49.16,Rural
2305,Children (0-14),Middle Income,63.48,Urban
2306,Elderly (65+),High Income,40.45,Rural
2307,Elderly (65+),Low Income,61.94,Urban
2308,Adults (15-64),Middle Income,79.82,Rural
2309,Adults (15-64),Middle Income,89.99,Rural
2310,Elderly (65+),High Income,75.52,Urban
2311,Elderly (65+),Low Income,80.32,Urban
2312,Adults (15-64),Middle Income,47.97,Rural
2313,Elderly (65+),High Income,69.1,Urban
2314,Elderly (65+),High Income,91.45,Rural
2315,Children (0-14),High Income,87.33,Urban
2316,Elderly (65+),Low Income,57.6,Rural
2317,Adults (15-64),Middle Income,74.16,Rural
2318,Elderly (65+),Low Income,93.48,Rural
2319,Elderly (65+),Middle Income,65.23,Urban
2320,Adults (15-64),Low Income,69.05,Urban
2321,Adults (15-64),High Income,61.54,Urban
2322,Adults (15-64),Low Income,55.87,Rural
2323,Children (0-14),Low Income,86.05,Rural
2324,Elderly (65+),Middle Income,79.72,Urban
2325,Adults (15-64),Middle Income,78.98,Semi-urban
2326,Elderly (65+),Middle Income,79.73,Rural
2327,Adults (15-64),Middle Income,78.27,Rural
2328,Children (0-14),Middle Income,87.68,Semi-urban
2329,Adults (15-64),Middle Income,68.12,Urban
2330,Adults (15-64),Middle Income,69.07,Semi-urban
2331,Adults (15-64),Low Income,40.42,Urban
2332,Children (0-14),Middle Income,47.34,Urban
2333,Adults (15-64),High Income,43.25,Rural
2334,Elderly (65+),High Income,91.71,Rural
2335,Children (0-14),High Income,80.58,Urban
2336,Children (0-14),Low Income,53.99,Semi-urban
2337,Children (0-14),Middle Income,50.15,Urban
2338,Adults (15-64),Low Income,89.33,Urban
2339,Elderly (65+),Low Income,75.0,Semi-urban
2340,Adults (15-64),High Income,73.3,Semi-urban
2341,Adults (15-64),Middle Income,69.07,Urban
2342,Elderly (65+),Low Income,60.83,Rural
2343,Elderly (65+),Middle Income,75.01,Urban
2344,Adults (15-64),Middle Income,46.33,Semi-urban
2345,Children (0-14),High Income,87.03,Rural
2346,Elderly (65+),Low Income,70.47,Urban
2347,Elderly (65+),Low Income,66.66,Rural
2348,Elderly (65+),Middle Income,53.53,Rural
2349,Elderly (65+),Middle Income,66.32,Rural
2350,Elderly (65+),Middle Income,69.11,Urban
2351,Adults (15-64),Middle Income,81.32,Rural
2352,Children (0-14),Low Income,56.15,Rural
2353,Adults (15-64),Middle Income,61.31,Semi-urban
2354,Children (0-14),Low Income,90.74,Urban
2355,Elderly (65+),High Income,79.78,Rural
2356,Adults (15-64),Low Income,48.99,Semi-urban
2357,Adults (15-64),Low Income,58.83,Semi-urban
2358,Adults (15-64),Low Income,55.55,Semi-urban
2359,Elderly (65+),Middle Income,92.68,Semi-urban
2360,Elderly (65+),Middle Income,45.27,Semi-urban
2361,Children (0-14),High Income,46.41,Semi-urban
2362,Elderly (65+),Low Income,86.75,Urban
2363,Adults (15-64),High Income,66.01,Rural
2364,Elderly (65+),Low Income,61.76,Urban
2365,Adults (15-64),High Income,70.34,Semi-urban
2366,Adults (15-64),Middle Income,63.38,Urban
2367,Elderly (65+),Low Income,45.06,Urban
2368,Adults (15-64),High Income,68.81,Rural
2369,Elderly (65+),Low Income,90.65,Urban
2370,Children (0-14),Middle Income,44.09,Rural
2371,Elderly (65+),Middle Income,68.38,Rural
2372,Children (0-14),Low Income,72.26,Rural
2373,Elderly (65+),High Income,66.53,Urban
2374,Elderly (65+),High Income,44.48,Urban
2375,Adults (15-64),High Income,90.37,Rural
2376,Children (0-14),Middle Income,93.33,Urban
2377,Children (0-14),Middle Income,57.99,Rural
2378,Elderly (65+),Middle Income,83.68,Urban
2379,Children (0-14),High Income,87.21,Urban
2380,Elderly (65+),Middle Income,82.53,Semi-urban
2381,Adults (15-64),Low Income,48.02,Semi-urban
2382,Elderly (65+),Middle Income,56.78,Semi-urban
2383,Children (0-14),High Income,63.62,Rural
2384,Adults (15-64),High Income,79.92,Urban
2385,Elderly (65+),Low Income,66.16,Urban
2386,Children (0-14),Low Income,45.21,Rural
2387,Children (0-14),Low Income,72.87,Semi-urban
2388,Adults (15-64),High Income,76.95,Rural
2389,Elderly (65+),High Income,82.7,Urban
2390,Adults (15-64),Middle Income,85.9,Semi-urban
2391,Adults (15-64),High Income,79.87,Urban
2392,Children (0-14),Middle Income,68.09,Rural
2393,Elderly (65+),Low Income,70.93,Urban
2394,Elderly (65+),High Income,74.62,Urban
2395,Children (0-14),Low Income,91.73,Semi-urban
2396,Adults (15-64),Middle Income,68.82,Rural
2397,Children (0-14),Middle Income,75.77,Rural
2398,Children (0-14),Middle Income,90.62,Semi-urban
2399,Children (0-14),Low Income,43.86,Semi-urban
2400,Children (0-14),Middle Income,69.06,Rural
2401,Children (0-14),High Income,79.22,Rural
2402,Adults (15-64),High Income,61.05,Urban
2403,Elderly (65+),Low Income,86.02,Rural
2404,Adults (15-64),Low Income,85.01,Semi-urban
2405,Children (0-14),Middle Income,75.28,Urban
2406,Adults (15-64),Middle Income,74.26,Rural
2407,Elderly (65+),High Income,69.88,Urban
2408,Adults (15-64),Low Income,59.48,Semi-urban
2409,Elderly (65+),High Income,83.45,Urban
2410,Adults (15-64),Low Income,82.69,Semi-urban
2411,Children (0-14),Low Income,73.56,Urban
2412,Elderly (65+),Middle Income,62.75,Urban
2413,Adults (15-64),High Income,62.57,Rural
2414,Children (0-14),Low Income,83.2,Urban
2415,Adults (15-64),Low Income,44.28,Urban
2416,Adults (15-64),Middle Income,65.05,Semi-urban
2417,Elderly (65+),High Income,80.17,Semi-urban
2418,Adults (15-64),Low Income,79.12,Rural
2419,Elderly (65+),Middle Income,53.87,Urban
2420,Children (0-14),Low Income,45.28,Urban
2421,Children (0-14),Low Income,76.12,Rural
2422,Adults (15-64),Low Income,71.49,Semi-urban
2423,Elderly (65+),Low Income,80.25,Rural
2424,Adults (15-64),Middle Income,55.73,Semi-urban
2425,Elderly (65+),Middle Income,94.17,Semi-urban
2426,Elderly (65+),High Income,48.11,Rural
2427,Adults (15-64),High Income,52.41,Semi-urban
2428,Children (0-14),High Income,74.71,Urban
2429,Elderly (65+),High Income,56.23,Rural
2430,Adults (15-64),Low Income,40.94,Semi-urban
2431,Elderly (65+),Middle Income,93.11,Rural
2432,Children (0-14),High Income,94.88,Urban
2433,Elderly (65+),Middle Income,65.5,Urban
2434,Elderly (65+),High Income,81.05,Urban
2435,Children (0-14),Middle Income,92.52,Rural
2436,Adults (15-64),Middle Income,63.49,Semi-urban
2437,Children (0-14),Low Income,44.18,Urban
2438,Children (0-14),Middle Income,80.17,Urban
2439,Elderly (65+),High Income,74.53,Urban
2440,Adults (15-64),High Income,56.07,Semi-urban
2441,Adults (15-64),High Income,68.7,Semi-urban
2442,Elderly (65+),Low Income,86.99,Semi-urban
2443,Elderly (65+),High Income,91.75,Urban
2444,Children (0-14),Middle Income,66.4,Rural
2445,Adults (15-64),High Income,58.99,Semi-urban
2446,Adults (15-64),Middle Income,42.96,Rural
2447,Adults (15-64),Middle Income,85.62,Urban
2448,Children (0-14),High Income,92.77,Semi-urban
2449,Adults (15-64),Middle Income,63.98,Semi-urban
2450,Children (0-14),Low Income,91.29,Rural
2451,Children (0-14),Low Income,63.38,Urban
2452,Children (0-14),High Income,55.98,Semi-urban
2453,Elderly (65+),Middle Income,75.81,Urban
2454,Adults (15-64),Middle Income,49.16,Rural
2455,Children (0-14),Middle Income,63.21,Semi-urban
2456,Elderly (65+),Low Income,64.07,Rural
2457,Children (0-14),Middle Income,52.52,Urban
2458,Elderly (65+),Low Income,60.38,Urban
2459,Elderly (65+),Low Income,59.72,Rural
2460,Adults (15-64),High Income,80.6,Rural
2461,Elderly (65+),Low Income,58.3,Rural
2462,Elderly (65+),Low Income,87.8,Semi-urban
2463,Elderly (65+),Middle Income,76.67,Urban
2464,Adults (15-64),Middle Income,80.21,Urban
2465,Adults (15-64),Low Income,77.17,Rural
2466,Adults (15-64),Middle Income,48.43,Urban
2467,Adults (15-64),Middle Income,79.84,Urban
2468,Adults (15-64),Low Income,84.06,Semi-urban
2469,Elderly (65+),Low Income,74.71,Urban
2470,Adults (15-64),Middle Income,71.56,Urban
2471,Children (0-14),High Income,60.87,Rural
2472,Adults (15-64),Low Income,94.57,Rural
2473,Elderly (65+),High Income,78.81,Rural
2474,Children (0-14),High Income,72.68,Rural
2475,Adults (15-64),Middle Income,49.32,Urban
2476,Children (0-14),High Income,47.7,Semi-urban
2477,Children (0-14),Low Income,41.84,Urban
2478,Children (0-14),Low Income,94.3,Urban
2479,Elderly (65+),Middle Income,59.04,Urban
2480,Elderly (65+),High Income,90.76,Urban
2481,Elderly (65+),Low Income,45.26,Semi-urban
2482,Elderly (65+),Low Income,89.95,Urban
2483,Children (0-14),Low Income,63.91,Rural
2484,Elderly (65+),Low Income,54.46,Semi-urban
2485,Adults (15-64),Low Income,69.84,Rural
2486,Children (0-14),High Income,55.43,Semi-urban
2487,Adults (15-64),High Income,83.63,Semi-urban
2488,Adults (15-64),Middle Income,47.88,Semi-urban
2489,Children (0-14),Middle Income,54.41,Semi-urban
2490,Children (0-14),High Income,67.13,Urban
2491,Elderly (65+),High Income,88.84,Semi-urban
2492,Elderly (65+),High Income,52.6,Rural
2493,Adults (15-64),Middle Income,55.46,Urban
2494,Elderly (65+),High Income,57.02,Semi-urban
2495,Children (0-14),High Income,55.57,Semi-urban
2496,Adults (15-64),High Income,86.0,Semi-urban
2497,Children (0-14),High Income,49.18,Rural
2498,Adults (15-64),Low Income,50.02,Semi-urban
2499,Elderly (65+),Low Income,80.95,Urban
2500,Adults (15-64),Middle Income,77.45,Rural
2501,Children (0-14),Low Income,75.33,Semi-urban
2502,Elderly (65+),Middle Income,79.84,Rural
2503,Elderly (65+),High Income,60.35,Urban
2504,Children (0-14),Middle Income,63.82,Urban
2505,Children (0-14),Middle Income,90.38,Urban
2506,Adults (15-64),Low Income,58.18,Semi-urban
2507,Children (0-14),High Income,48.36,Rural
2508,Children (0-14),Low Income,40.83,Semi-urban
2509,Adults (15-64),Low Income,78.85,Semi-urban
2510,Children (0-14),Middle Income,53.13,Rural
2511,Children (0-14),Low Income,90.56,Urban
2512,Elderly (65+),High Income,83.39,Rural
2513,Elderly (65+),High Income,90.42,Semi-urban
2514,Elderly (65+),Low Income,53.62,Urban
2515,Elderly (65+),Middle Income,53.53,Urban
2516,Adults (15-64),High Income,41.03,Semi-urban
2517,Children (0-14),Low Income,92.49,Semi-urban
2518,Children (0-14),Low Income,79.85,Rural
2519,Elderly (65+),Middle Income,68.27,Urban
2520,Adults (15-64),High Income,73.98,Semi-urban
2521,Adults (15-64),Low Income,88.66,Rural
2522,Adults (15-64),Middle Income,59.65,Semi-urban
2523,Children (0-14),High Income,80.56,Urban
2524,Children (0-14),Middle Income,48.93,Rural
2525,Elderly (65+),Middle Income,91.17,Urban
2526,Children (0-14),Middle Income,76.6,Semi-urban
2527,Children (0-14),Low Income,61.67,Semi-urban
2528,Elderly (65+),Middle Income,92.02,Rural
2529,Elderly (65+),Middle Income,54.24,Semi-urban
2530,Elderly (65+),Middle Income,48.4,Urban
2531,Elderly (65+),Low Income,52.24,Urban
2532,Children (0-14),High Income,52.7,Semi-urban
2533,Elderly (65+),Middle Income,42.3,Semi-urban
2534,Elderly (65+),Low Income,53.92,Urban
2535,Elderly (65+),High Income,42.25,Rural
2536,Adults (15-64),Low Income,45.89,Semi-urban
2537,Children (0-14),Low Income,83.16,Urban
2538,Children (0-14),High Income,47.47,Semi-urban
2539,Children (0-14),Middle Income,54.52,Urban
2540,Adults (15-64),Middle Income,58.91,Rural
2541,Adults (15-64),Low Income,45.22,Urban
2542,Elderly (65+),Low Income,58.56,Urban
2543,Children (0-14),High Income,69.89,Rural
2544,Elderly (65+),High Income,48.24,Semi-urban
2545,Adults (15-64),Low Income,80.73,Semi-urban
2546,Adults (15-64),Low Income,44.72,Rural
2547,Children (0-14),Middle Income,74.97,Semi-urban
2548,Children (0-14),Middle Income,63.33,Urban
2549,Elderly (65+),Middle Income,83.27,Urban
2550,Children (0-14),High Income,46.27,Rural
2551,Children (0-14),High Income,72.27,Rural
2552,Adults (15-64),High Income,50.13,Semi-urban
2553,Adults (15-64),Low Income,93.36,Semi-urban
2554,Adults (15-64),Low Income,49.67,Rural
2555,Adults (15-64),Middle Income,93.63,Urban
2556,Children (0-14),Low Income,42.59,Urban
2557,Elderly (65+),Middle Income,65.42,Urban
2558,Children (0-14),High Income,68.79,Rural
2559,Adults (15-64),Middle Income,79.5,Rural
2560,Children (0-14),Low Income,53.1,Semi-urban
2561,Adults (15-64),Middle Income,43.49,Semi-urban
2562,Children (0-14),High Income,67.8,Urban
2563,Elderly (65+),Middle Income,94.09,Urban
2564,Elderly (65+),Middle Income,54.22,Urban
2565,Children (0-14),Middle Income,47.73,Rural
2566,Elderly (65+),Middle Income,81.47,Urban
2567,Adults (15-64),High Income,40.27,Rural
2568,Adults (15-64),Middle Income,67.48,Urban
2569,Elderly (65+),High Income,70.76,Semi-urban
2570,Children (0-14),High Income,62.36,Urban
2571,Elderly (65+),High Income,69.01,Rural
2572,Adults (15-64),High Income,69.87,Semi-urban
2573,Children (0-14),High Income,49.73,Rural
2574,Elderly (65+),Low Income,76.91,Semi-urban
2575,Elderly (65+),Low Income,78.7,Semi-urban
2576,Adults (15-64),Low Income,79.19,Urban
2577,Adults (15-64),Low Income,67.99,Urban
2578,Children (0-14),Middle Income,62.2,Rural
2579,Children (0-14),High Income,76.16,Semi-urban
2580,Elderly (65+),Low Income,75.02,Urban
2581,Adults (15-64),High Income,46.14,Rural
2582,Elderly (65+),Middle Income,65.27,Rural
2583,Children (0-14),High Income,92.73,Semi-urban
2584,Elderly (65+),High Income,47.7,Semi-urban
2585,Children (0-14),Middle Income,94.16,Urban
2586,Elderly (65+),High Income,79.84,Semi-urban
2587,Children (0-14),Middle Income,60.32,Urban
2588,Elderly (65+),Low Income,76.08,Rural
2589,Elderly (65+),High Income,45.43,Semi-urban
2590,Children (0-14),High Income,40.13,Rural
2591,Adults (15-64),Middle Income,73.46,Semi-urban
2592,Adults (15-64),High Income,43.39,Urban
2593,Adults (15-64),Low Income,54.94,Urban
2594,Adults (15-64),High Income,54.31,Urban
2595,Children (0-14),High Income,78.2,Rural
2596,Adults (15-64),Low Income,73.79,Semi-urban
2597,Adults (15-64),High Income,89.13,Urban
2598,Adults (15-64),High Income,54.46,Semi-urban
2599,Elderly (65+),Low Income,75.53,Rural
2600,Elderly (65+),Middle Income,51.46,Semi-urban
2601,Elderly (65+),Middle Income,65.73,Urban
2602,Children (0-14),Middle Income,80.44,Urban
2603,Adults (15-64),Low Income,56.13,Semi-urban
2604,Adults (15-64),High Income,76.54,Urban
2605,Children (0-14),Middle Income,94.87,Rural
2606,Elderly (65+),Middle Income,76.86,Semi-urban
2607,Children (0-14),Middle Income,86.84,Rural
2608,Adults (15-64),High Income,70.85,Semi-urban
2609,Elderly (65+),High Income,49.92,Urban
2610,Children (0-14),Middle Income,72.93,Urban
2611,Adults (15-64),Middle Income,63.53,Semi-urban
2612,Adults (15-64),High Income,44.45,Semi-urban
2613,Adults (15-64),High Income,73.86,Urban
2614,Elderly (65+),High Income,74.03,Rural
2615,Adults (15-64),High Income,78.56,Semi-urban
2616,Children (0-14),Low Income,88.15,Urban
2617,Adults (15-64),Low Income,55.1,Rural
2618,Elderly (65+),Middle Income,61.24,Semi-urban
2619,Adults (15-64),High Income,91.85,Rural
2620,Children (0-14),Low Income,61.87,Rural
2621,Children (0-14),High Income,75.01,Urban
2622,Adults (15-64),Low Income,87.79,Urban
2623,Adults (15-64),Low Income,59.13,Semi-urban
2624,Adults (15-64),Low Income,57.21,Semi-urban
2625,Children (0-14),Low Income,45.4,Rural
2626,Elderly (65+),High Income,43.89,Rural
2627,Elderly (65+),Middle Income,40.43,Semi-urban
2628,Children (0-14),Low Income,45.14,Semi-urban
2629,Adults (15-64),Low Income,56.3,Urban
2630,Elderly (65+),Low Income,43.82,Semi-urban
2631,Elderly (65+),Low Income,84.7,Rural
2632,Elderly (65+),Low Income,63.0,Urban
2633,Adults (15-64),High Income,80.47,Rural
2634,Children (0-14),Middle Income,60.62,Rural
2635,Elderly (65+),Low Income,46.57,Semi-urban
2636,Adults (15-64),Middle Income,42.08,Semi-urban
2637,Children (0-14),Low Income,43.13,Urban
2638,Adults (15-64),Low Income,79.85,Semi-urban
2639,Elderly (65+),High Income,88.32,Rural
2640,Elderly (65+),Low Income,89.82,Urban
2641,Adults (15-64),Middle Income,50.15,Rural
2642,Children (0-14),High Income,44.02,Urban
2643,Children (0-14),Middle Income,46.38,Semi-urban
2644,Children (0-14),Middle Income,81.45,Semi-urban
2645,Adults (15-64),Low Income,46.96,Rural
2646,Elderly (65+),High Income,42.71,Rural
2647,Elderly (65+),Middle Income,55.49,Rural
2648,Adults (15-64),High Income,57.15,Urban
2649,Children (0-14),Low Income,72.66,Rural
2650,Elderly (65+),High Income,42.35,Urban
2651,Elderly (65+),Middle Income,52.25,Rural
2652,Elderly (65+),High Income,48.13,Rural
2653,Adults (15-64),High Income,42.69,Semi-urban
2654,Adults (15-64),Low Income,94.62,Urban
2655,Elderly (65+),High Income,81.69,Rural
2656,Adults (15-64),Low Income,81.07,Rural
2657,Adults (15-64),Low Income,63.55,Urban
2658,Adults (15-64),High Income,67.71,Semi-urban
2659,Elderly (65+),High Income,67.78,Semi-urban
2660,Elderly (65+),High Income,53.77,Rural
2661,Children (0-14),Middle Income,66.75,Urban
2662,Adults (15-64),Low Income,47.98,Rural
2663,Elderly (65+),Middle Income,77.07,Rural
2664,Adults (15-64),Middle Income,40.86,Rural
2665,Elderly (65+),Middle Income,93.5,Rural
2666,Children (0-14),Middle Income,42.39,Rural
2667,Elderly (65+),Low Income,85.3,Semi-urban
2668,Children (0-14),High Income,59.45,Urban
2669,Children (0-14),Middle Income,61.24,Semi-urban
2670,Elderly (65+),Low Income,74.1,Urban
2671,Elderly (65+),Middle Income,61.81,Urban
2672,Elderly (65+),Low Income,73.68,Semi-urban
2673,Children (0-14),Low Income,68.72,Semi-urban
2674,Elderly (65+),High Income,86.96,Rural
2675,Adults (15-64),Low Income,77.0,Semi-urban
2676,Children (0-14),Middle Income,72.51,Urban
2677,Children (0-14),High Income,76.12,Urban
2678,Adults (15-64),Low Income,55.89,Rural
2679,Children (0-14),Middle Income,70.25,Urban
2680,Children (0-14),Middle Income,93.9,Semi-urban
2681,Elderly (65+),High Income,52.12,Urban
2682,Children (0-14),High Income,55.14,Semi-urban
2683,Adults (15-64),Middle Income,67.1,Urban
2684,Adults (15-64),High Income,85.24,Rural
2685,Adults (15-64),Low Income,80.16,Urban
2686,Elderly (65+),Middle Income,65.42,Urban
2687,Elderly (65+),Low Income,51.82,Urban
2688,Adults (15-64),Low Income,46.35,Urban
2689,Adults (15-64),Low Income,71.43,Semi-urban
2690,Adults (15-64),Low Income,65.65,Urban
2691,Elderly (65+),High Income,84.43,Semi-urban
2692,Adults (15-64),High Income,48.19,Semi-urban
2693,Elderly (65+),Low Income,61.87,Urban
2694,Children (0-14),Middle Income,79.97,Semi-urban
2695,Elderly (65+),Middle Income,94.27,Urban
2696,Adults (15-64),Low Income,85.76,Rural
2697,Children (0-14),High Income,40.53,Semi-urban
2698,Elderly (65+),Middle Income,84.93,Rural
2699,Children (0-14),High Income,79.68,Rural
2700,Adults (15-64),High Income,63.72,Rural
2701,Adults (15-64),Low Income,79.13,Semi-urban
2702,Elderly (65+),High Income,47.54,Semi-urban
2703,Adults (15-64),Middle Income,56.65,Rural
2704,Children (0-14),Low Income,54.02,Semi-urban
2705,Children (0-14),Low Income,75.27,Rural
2706,Elderly (65+),High Income,44.57,Urban
2707,Children (0-14),Middle Income,85.76,Rural
2708,Elderly (65+),Low Income,54.38,Urban
2709,Children (0-14),High Income,90.35,Rural
2710,Elderly (65+),High Income,73.14,Urban
2711,Children (0-14),High Income,91.01,Semi-urban
2712,Children (0-14),Low Income,53.94,Rural
2713,Children (0-14),Middle Income,94.97,Semi-urban
2714,Elderly (65+),High Income,66.92,Rural
2715,Elderly (65+),High Income,81.77,Rural
2716,Elderly (65+),Low Income,87.58,Rural
2717,Adults (15-64),High Income,79.27,Urban
2718,Children (0-14),Low Income,60.66,Urban
2719,Elderly (65+),Middle Income,62.62,Semi-urban
2720,Elderly (65+),High Income,42.97,Semi-urban
2721,Children (0-14),High Income,68.14,Urban
2722,Elderly (65+),Middle Income,47.94,Semi-urban
2723,Elderly (65+),High Income,85.26,Rural
2724,Elderly (65+),High Income,53.8,Urban
2725,Elderly (65+),Low Income,62.36,Semi-urban
2726,Elderly (65+),Middle Income,43.0,Urban
2727,Adults (15-64),High Income,94.86,Rural
2728,Adults (15-64),Middle Income,86.92,Urban
2729,Elderly (65+),Middle Income,81.74,Semi-urban
2730,Children (0-14),High Income,40.21,Rural
2731,Adults (15-64),High Income,64.75,Rural
2732,Children (0-14),Middle Income,55.47,Rural
2733,Children (0-14),High Income,64.22,Rural
2734,Elderly (65+),Middle Income,76.38,Semi-urban
2735,Children (0-14),Middle Income,60.2,Urban
2736,Adults (15-64),High Income,85.82,Urban
2737,Adults (15-64),Middle Income,60.71,Urban
2738,Adults (15-64),Low Income,91.04,Semi-urban
2739,Adults (15-64),High Income,47.42,Rural
2740,Children (0-14),High Income,87.47,Urban
2741,Adults (15-64),Middle Income,65.3,Urban
2742,Adults (15-64),High Income,89.05,Semi-urban
2743,Adults (15-64),Low Income,42.34,Rural
2744,Elderly (65+),Middle Income,79.03,Semi-urban
2745,Adults (15-64),Middle Income,77.18,Urban
2746,Adults (15-64),Middle Income,84.53,Rural
2747,Elderly (65+),High Income,53.21,Semi-urban
2748,Children (0-14),Low Income,51.93,Urban
2749,Adults (15-64),Middle Income,74.46,Semi-urban
2750,Children (0-14),Low Income,94.89,Semi-urban
2751,Adults (15-64),Middle Income,49.27,Urban
2752,Adults (15-64),Middle Income,66.06,Semi-urban
2753,Elderly (65+),Middle Income,52.9,Semi-urban
2754,Elderly (65+),High Income,62.1,Semi-urban
2755,Elderly (65+),High Income,65.12,Rural
2756,Adults (15-64),High Income,83.35,Semi-urban
2757,Elderly (65+),High Income,44.94,Urban
2758,Elderly (65+),Low Income,68.38,Semi-urban
2759,Elderly (65+),Low Income,82.54,Semi-urban
2760,Elderly (65+),Low Income,43.5,Urban
2761,Children (0-14),High Income,60.65,Rural
2762,Elderly (65+),High Income,87.72,Urban
2763,Adults (15-64),High Income,87.21,Semi-urban
2764,Children (0-14),Middle Income,73.11,Rural
2765,Elderly (65+),Low Income,92.68,Rural
2766,Elderly (65+),Middle Income,79.06,Urban
2767,Children (0-14),Low Income,50.97,Rural
2768,Adults (15-64),Low Income,75.37,Semi-urban
2769,Adults (15-64),Middle Income,83.56,Urban
2770,Elderly (65+),Low Income,92.22,Rural
2771,Adults (15-64),Low Income,81.98,Rural
2772,Elderly (65+),High Income,48.06,Semi-urban
2773,Adults (15-64),High Income,75.9,Semi-urban
2774,Children (0-14),Low Income,48.29,Rural
2775,Adults (15-64),High Income,50.59,Urban
2776,Adults (15-64),High Income,77.73,Semi-urban
2777,Elderly (65+),Middle Income,68.23,Semi-urban
2778,Children (0-14),Middle Income,88.76,Urban
2779,Elderly (65+),Low Income,82.91,Urban
2780,Children (0-14),Middle Income,84.32,Urban
2781,Children (0-14),High Income,58.58,Rural
2782,Elderly (65+),Low Income,92.48,Rural
2783,Adults (15-64),Middle Income,86.98,Urban
2784,Adults (15-64),High Income,82.14,Semi-urban
2785,Adults (15-64),High Income,49.83,Semi-urban
2786,Elderly (65+),Low Income,70.66,Rural
2787,Adults (15-64),High Income,61.96,Urban
2788,Adults (15-64),High Income,41.43,Urban
2789,Elderly (65+),Middle Income,72.88,Rural
2790,Children (0-14),High Income,54.41,Rural
2791,Elderly (65+),Low Income,64.57,Urban
2792,Adults (15-64),High Income,61.25,Urban
2793,Adults (15-64),High Income,47.28,Semi-urban
2794,Adults (15-64),Middle Income,56.24,Semi-urban
2795,Children (0-14),Low Income,56.71,Rural
2796,Children (0-14),High Income,61.93,Rural
2797,Children (0-14),High Income,60.47,Semi-urban
2798,Elderly (65+),High Income,93.52,Urban
2799,Adults (15-64),Low Income,84.88,Semi-urban
2800,Adults (15-64),Low Income,40.46,Semi-urban
2801,Elderly (65+),Middle Income,70.23,Rural
2802,Elderly (65+),Middle Income,48.93,Urban
2803,Children (0-14),Middle Income,67.81,Semi-urban
2804,Adults (15-64),High Income,90.6,Urban
2805,Elderly (65+),Middle Income,75.06,Rural
2806,Elderly (65+),Middle Income,83.04,Rural
2807,Adults (15-64),Middle Income,91.39,Semi-urban
2808,Children (0-14),High Income,69.7,Rural
2809,Adults (15-64),Middle Income,83.67,Semi-urban
2810,Children (0-14),Middle Income,45.84,Semi-urban
2811,Adults (15-64),High Income,40.33,Urban
2812,Adults (15-64),High Income,47.06,Rural
2813,Adults (15-64),High Income,51.57,Urban
2814,Elderly (65+),High Income,82.37,Semi-urban
2815,Elderly (65+),Middle Income,64.46,Rural
2816,Elderly (65+),Middle Income,90.55,Semi-urban
2817,Children (0-14),Low Income,74.66,Urban
2818,Elderly (65+),Low Income,79.21,Urban
2819,Children (0-14),High Income,57.04,Rural
2820,Children (0-14),Low Income,51.52,Urban
2821,Adults (15-64),Middle Income,50.45,Rural
2822,Adults (15-64),Low Income,52.78,Semi-urban
2823,Elderly (65+),Low Income,45.95,Urban
2824,Elderly (65+),High Income,71.66,Urban
2825,Elderly (65+),Low Income,70.65,Semi-urban
2826,Elderly (65+),Middle Income,78.0,Semi-urban
2827,Adults (15-64),High Income,44.49,Urban
2828,Elderly (65+),Middle Income,86.27,Rural
2829,Adults (15-64),Low Income,43.41,Semi-urban
2830,Elderly (65+),Low Income,79.92,Semi-urban
2831,Elderly (65+),Low Income,89.65,Rural
2832,Adults (15-64),Middle Income,45.13,Urban
2833,Adults (15-64),Middle Income,82.65,Semi-urban
2834,Adults (15-64),Middle Income,48.12,Rural
2835,Elderly (65+),High Income,56.44,Semi-urban
2836,Adults (15-64),Low Income,86.99,Urban
2837,Elderly (65+),Middle Income,49.02,Urban
2838,Elderly (65+),Middle Income,77.28,Rural
2839,Children (0-14),Middle Income,93.65,Urban
2840,Children (0-14),Low Income,93.58,Urban
2841,Children (0-14),Middle Income,47.22,Rural
2842,Adults (15-64),Middle Income,55.78,Urban
2843,Children (0-14),Low Income,66.14,Rural
2844,Adults (15-64),High Income,70.97,Urban
2845,Elderly (65+),Low Income,61.47,Urban
2846,Children (0-14),Middle Income,45.53,Semi-urban
2847,Children (0-14),Middle Income,71.48,Urban
2848,Children (0-14),High Income,54.21,Rural
2849,Children (0-14),High Income,59.56,Rural
2850,Elderly (65+),Low Income,59.66,Rural
2851,Elderly (65+),Middle Income,86.06,Semi-urban
2852,Children (0-14),Middle Income,46.36,Rural
2853,Children (0-14),High Income,86.65,Urban
2854,Children (0-14),Middle Income,44.49,Rural
2855,Elderly (65+),High Income,72.98,Semi-urban
2856,Children (0-14),Low Income,62.01,Rural
2857,Elderly (65+),Low Income,73.2,Urban
2858,Elderly (65+),Low Income,78.74,Rural
2859,Adults (15-64),Low Income,88.29,Urban
2860,Elderly (65+),High Income,44.6,Urban
2861,Elderly (65+),Low Income,79.61,Semi-urban
2862,Elderly (65+),Low Income,45.96,Urban
2863,Children (0-14),High Income,65.75,Rural
2864,Elderly (65+),Middle Income,56.95,Semi-urban
2865,Elderly (65+),High Income,81.41,Urban
2866,Elderly (65+),Middle Income,92.52,Semi-urban
