Initiative_key,Initiative_name,Start_date,End_date,Coverage_percentage
419,Community Health Worker Training,2017-01-25,2020-08-08,81.55
420,Bed Net Distribution Program,2016-09-25,2020-07-16,60.52
421,Malaria Awareness Campaign,2020-12-26,2018-03-19,75.53
422,Bed Net Distribution Program,2022-09-14,2023-11-20,83.48
423,Bed Net Distribution Program,2019-02-12,2023-08-24,78.35
424,Malaria Testing and Treatment Program,2017-10-21,2020-07-17,51.57
425,Malaria Awareness Campaign,2023-03-05,2017-05-16,92.83
426,Malaria Awareness Campaign,2022-05-13,2017-10-05,68.05
427,Community Health Worker Training,2018-02-22,2016-07-16,55.83
428,Malaria Testing and Treatment Program,2016-12-10,2023-11-02,84.16
429,Indoor Residual Spraying Campaign,2023-09-11,2023-05-11,89.74
430,Bed Net Distribution Program,2023-03-13,2018-12-19,78.06
431,Indoor Residual Spraying Campaign,2019-05-06,2023-05-29,52.77
432,Malaria Awareness Campaign,2022-01-03,2021-02-10,86.08
433,Malaria Awareness Campaign,2022-03-22,2022-09-18,51.81
434,Indoor Residual Spraying Campaign,2016-07-21,2020-12-18,79.27
435,Malaria Awareness Campaign,2023-11-20,2019-02-24,82.61
436,Bed Net Distribution Program,2018-06-26,2015-09-08,64.86
437,Malaria Testing and Treatment Program,2022-11-10,2023-04-27,54.21
438,Indoor Residual Spraying Campaign,2018-03-01,2021-01-25,70.89
439,Community Health Worker Training,2020-03-10,2022-02-26,57.92
440,Malaria Awareness Campaign,2020-08-08,2021-08-26,83.82
441,Indoor Residual Spraying Campaign,2021-05-13,2017-06-12,64.8
442,Malaria Testing and Treatment Program,2020-11-29,2015-10-04,85.57
443,Malaria Awareness Campaign,2018-09-25,2019-01-13,93.6
444,Bed Net Distribution Program,2023-06-26,2017-11-19,90.46
445,Malaria Awareness Campaign,2020-05-17,2021-12-31,65.88
446,Community Health Worker Training,2022-05-03,2020-10-10,74.23
447,Indoor Residual Spraying Campaign,2017-03-16,2018-11-07,66.66
448,Bed Net Distribution Program,2020-10-09,2016-02-28,68.85
449,Malaria Testing and Treatment Program,2020-12-31,2016-10-14,70.58
450,Malaria Awareness Campaign,2022-08-08,2021-08-04,80.72
451,Community Health Worker Training,2016-03-05,2017-10-07,73.38
452,Community Health Worker Training,2021-03-31,2015-04-11,58.05
453,Malaria Awareness Campaign,2022-01-01,2016-11-24,80.28
454,Malaria Testing and Treatment Program,2023-03-23,2017-04-21,50.98
455,Indoor Residual Spraying Campaign,2015-06-09,2019-10-19,64.01
456,Malaria Awareness Campaign,2015-03-11,2020-04-19,73.28
457,Bed Net Distribution Program,2021-09-08,2023-07-25,93.79
458,Community Health Worker Training,2019-09-22,2020-08-01,67.4
459,Malaria Testing and Treatment Program,2016-07-18,2022-08-18,52.17
460,Bed Net Distribution Program,2018-07-23,2023-01-02,60.04
461,Malaria Awareness Campaign,2015-05-14,2017-09-16,92.06
462,Community Health Worker Training,2023-04-23,2018-06-26,78.49
463,Malaria Testing and Treatment Program,2021-01-10,2016-09-16,71.2
464,Bed Net Distribution Program,2015-02-02,2016-10-06,86.79
465,Community Health Worker Training,2020-02-28,2020-12-22,62.24
466,Community Health Worker Training,2023-06-20,2015-01-19,65.65
467,Indoor Residual Spraying Campaign,2023-03-21,2022-03-05,72.63
468,Indoor Residual Spraying Campaign,2021-02-27,2016-02-03,67.85
469,Bed Net Distribution Program,2021-03-31,2016-07-26,65.14
470,Community Health Worker Training,2022-01-15,2022-09-21,61.15
471,Indoor Residual Spraying Campaign,2020-04-30,2015-05-07,93.12
472,Malaria Awareness Campaign,2015-08-22,2021-03-08,84.24
473,Community Health Worker Training,2015-07-27,2022-08-23,87.19
474,Community Health Worker Training,2021-03-19,2018-02-20,61.69
475,Indoor Residual Spraying Campaign,2020-02-21,2015-05-25,65.19
476,Community Health Worker Training,2017-10-08,2019-10-06,57.65
477,Malaria Testing and Treatment Program,2022-10-31,2019-06-30,85.47
478,Bed Net Distribution Program,2022-02-07,2021-06-23,83.33
479,Malaria Awareness Campaign,2016-06-04,2017-11-26,51.08
480,Malaria Testing and Treatment Program,2016-09-28,2017-03-26,59.54
481,Indoor Residual Spraying Campaign,2021-09-04,2023-12-24,79.2
482,Community Health Worker Training,2018-01-21,2023-08-07,56.79
483,Bed Net Distribution Program,2019-08-07,2022-07-03,62.57
484,Community Health Worker Training,2017-06-08,2022-12-14,72.01
485,Community Health Worker Training,2016-12-13,2021-12-08,77.43
486,Malaria Testing and Treatment Program,2020-05-06,2015-02-10,69.37
487,Malaria Testing and Treatment Program,2018-07-25,2022-09-17,67.01
488,Indoor Residual Spraying Campaign,2017-02-28,2016-01-04,74.22
489,Malaria Awareness Campaign,2016-01-15,2023-10-18,77.04
490,Malaria Testing and Treatment Program,2022-07-23,2016-11-12,62.07
491,Community Health Worker Training,2023-07-20,2018-04-12,51.58
492,Malaria Testing and Treatment Program,2021-09-09,2018-12-06,77.4
493,Malaria Awareness Campaign,2019-04-18,2018-12-28,80.29
494,Malaria Awareness Campaign,2021-12-26,2016-03-17,60.31
495,Community Health Worker Training,2018-12-27,2016-07-08,50.31
496,Bed Net Distribution Program,2017-04-22,2017-02-19,72.7
497,Malaria Awareness Campaign,2015-09-10,2019-04-27,65.11
498,Malaria Testing and Treatment Program,2015-09-19,2016-11-11,62.78
499,Bed Net Distribution Program,2022-04-08,2021-02-26,91.18
500,Bed Net Distribution Program,2018-08-27,2019-06-27,82.58
501,Malaria Awareness Campaign,2016-06-12,2022-03-17,63.91
502,Malaria Awareness Campaign,2017-05-01,2019-03-12,56.11
503,Bed Net Distribution Program,2018-06-25,2022-06-17,88.5
504,Community Health Worker Training,2020-03-18,2018-11-28,56.32
505,Bed Net Distribution Program,2020-01-16,2016-09-16,61.08
506,Bed Net Distribution Program,2019-10-17,2023-12-23,90.49
507,Bed Net Distribution Program,2023-12-25,2016-12-10,66.63
508,Malaria Awareness Campaign,2016-04-11,2017-07-10,93.93
509,Malaria Testing and Treatment Program,2016-03-15,2022-01-23,61.47
510,Community Health Worker Training,2020-09-24,2016-05-04,65.69
511,Bed Net Distribution Program,2016-03-06,2017-09-19,68.99
512,Indoor Residual Spraying Campaign,2021-04-26,2023-12-12,83.23
513,Indoor Residual Spraying Campaign,2020-08-19,2018-03-01,80.97
514,Community Health Worker Training,2023-11-19,2023-08-24,81.5
515,Indoor Residual Spraying Campaign,2017-08-11,2017-09-04,82.71
516,Community Health Worker Training,2015-09-05,2016-02-16,73.5
517,Malaria Awareness Campaign,2019-07-25,2016-04-10,85.8
518,Malaria Testing and Treatment Program,2016-05-16,2018-12-22,62.12
519,Community Health Worker Training,2023-12-19,2015-11-11,61.86
520,Bed Net Distribution Program,2021-10-18,2023-11-04,91.73
521,Malaria Testing and Treatment Program,2018-09-04,2016-05-12,64.84
522,Malaria Testing and Treatment Program,2016-05-02,2023-07-17,93.1
523,Indoor Residual Spraying Campaign,2018-01-14,2016-04-05,93.53
524,Indoor Residual Spraying Campaign,2016-08-23,2021-03-02,63.32
525,Bed Net Distribution Program,2015-10-20,2018-09-24,83.53
526,Malaria Awareness Campaign,2023-08-10,2019-01-04,61.8
527,Malaria Awareness Campaign,2017-05-19,2022-04-09,66.06
528,Indoor Residual Spraying Campaign,2023-08-14,2016-08-29,72.12
529,Malaria Awareness Campaign,2020-07-10,2016-05-09,78.7
530,Indoor Residual Spraying Campaign,2016-12-02,2018-07-05,89.03
531,Community Health Worker Training,2020-02-05,2020-10-24,76.44
532,Bed Net Distribution Program,2019-02-25,2017-08-19,93.44
533,Indoor Residual Spraying Campaign,2017-04-06,2022-03-14,61.66
534,Indoor Residual Spraying Campaign,2019-06-03,2016-10-25,78.54
535,Indoor Residual Spraying Campaign,2021-03-11,2019-10-03,57.14
536,Bed Net Distribution Program,2018-08-14,2019-02-13,88.96
537,Malaria Testing and Treatment Program,2017-09-06,2020-08-27,66.85
538,Malaria Testing and Treatment Program,2023-08-18,2019-12-02,65.12
539,Community Health Worker Training,2015-10-06,2019-01-31,92.14
540,Bed Net Distribution Program,2020-12-14,2016-07-15,74.52
541,Indoor Residual Spraying Campaign,2022-01-13,2022-09-01,53.01
542,Malaria Testing and Treatment Program,2017-01-18,2019-02-04,62.1
543,Community Health Worker Training,2017-08-01,2015-11-19,86.01
544,Indoor Residual Spraying Campaign,2017-06-26,2016-09-27,71.32
545,Malaria Awareness Campaign,2023-11-04,2017-06-29,89.43
546,Indoor Residual Spraying Campaign,2023-02-24,2017-03-25,59.59
547,Malaria Testing and Treatment Program,2019-07-16,2019-12-29,56.62
548,Malaria Testing and Treatment Program,2023-11-02,2023-03-08,93.21
549,Malaria Awareness Campaign,2020-06-12,2019-04-16,80.11
550,Bed Net Distribution Program,2021-12-30,2016-02-16,71.6
551,Indoor Residual Spraying Campaign,2021-04-16,2019-10-06,52.71
552,Malaria Awareness Campaign,2022-11-16,2016-10-04,68.93
553,Indoor Residual Spraying Campaign,2021-12-11,2019-07-21,83.35
554,Bed Net Distribution Program,2022-04-22,2020-11-16,85.26
555,Bed Net Distribution Program,2022-09-09,2023-12-30,86.41
556,Bed Net Distribution Program,2020-04-11,2023-03-14,78.04
557,Malaria Awareness Campaign,2022-12-01,2019-06-16,74.78
558,Malaria Awareness Campaign,2022-03-24,2016-11-17,64.03
559,Indoor Residual Spraying Campaign,2023-06-15,2017-09-27,82.76
560,Bed Net Distribution Program,2016-01-05,2016-06-16,85.03
561,Malaria Awareness Campaign,2021-06-23,2019-02-16,54.66
562,Bed Net Distribution Program,2016-05-07,2015-01-24,62.85
563,Bed Net Distribution Program,2015-11-23,2018-02-24,50.48
564,Bed Net Distribution Program,2015-12-29,2017-10-22,57.91
565,Malaria Awareness Campaign,2019-04-15,2019-08-21,62.61
566,Malaria Awareness Campaign,2023-03-20,2021-11-27,60.73
567,Bed Net Distribution Program,2018-03-16,2020-08-04,84.19
568,Community Health Worker Training,2022-05-04,2018-04-02,68.39
569,Malaria Awareness Campaign,2019-12-26,2019-03-23,74.86
570,Malaria Testing and Treatment Program,2016-08-04,2016-04-07,68.77
571,Malaria Testing and Treatment Program,2022-04-16,2015-11-05,72.29
572,Bed Net Distribution Program,2023-10-19,2017-09-30,85.36
573,Community Health Worker Training,2021-09-05,2015-03-18,55.67
574,Indoor Residual Spraying Campaign,2022-08-08,2023-06-01,91.28
575,Indoor Residual Spraying Campaign,2022-11-21,2018-12-12,62.42
576,Indoor Residual Spraying Campaign,2019-05-20,2017-04-21,75.88
577,Indoor Residual Spraying Campaign,2023-08-05,2021-08-25,92.88
578,Indoor Residual Spraying Campaign,2019-06-11,2016-05-31,63.36
579,Indoor Residual Spraying Campaign,2017-02-07,2023-04-03,57.89
580,Community Health Worker Training,2015-07-18,2015-04-12,84.93
581,Community Health Worker Training,2019-08-06,2022-08-08,54.53
582,Community Health Worker Training,2023-12-01,2016-03-23,65.18
583,Community Health Worker Training,2020-11-08,2016-04-29,88.76
584,Bed Net Distribution Program,2018-11-11,2022-05-04,87.9
585,Malaria Testing and Treatment Program,2017-03-07,2019-12-29,94.06
586,Bed Net Distribution Program,2016-12-25,2022-11-10,65.39
587,Community Health Worker Training,2020-03-18,2023-06-11,76.12
588,Community Health Worker Training,2021-02-05,2019-11-22,91.45
589,Malaria Awareness Campaign,2021-09-13,2023-10-12,60.41
590,Indoor Residual Spraying Campaign,2018-12-15,2021-03-24,52.0
591,Malaria Awareness Campaign,2018-07-18,2015-07-19,53.62
592,Malaria Awareness Campaign,2015-07-28,2017-09-15,86.51
593,Indoor Residual Spraying Campaign,2021-04-02,2022-10-31,50.53
594,Bed Net Distribution Program,2021-10-07,2016-08-03,79.39
595,Malaria Testing and Treatment Program,2019-10-16,2020-04-12,76.4
596,Malaria Awareness Campaign,2016-02-03,2021-01-01,81.66
597,Bed Net Distribution Program,2020-09-10,2015-10-30,75.81
598,Malaria Testing and Treatment Program,2020-10-29,2023-04-13,79.13
599,Bed Net Distribution Program,2021-04-27,2020-02-03,89.1
600,Malaria Testing and Treatment Program,2017-04-10,2019-07-26,88.61
601,Community Health Worker Training,2022-04-10,2016-02-17,63.07
602,Malaria Awareness Campaign,2021-05-07,2020-06-10,80.98
603,Community Health Worker Training,2020-02-06,2020-05-19,81.35
604,Malaria Awareness Campaign,2016-02-12,2017-11-10,55.46
605,Malaria Awareness Campaign,2016-10-04,2019-09-26,93.93
606,Malaria Awareness Campaign,2016-05-14,2016-12-28,62.26
607,Malaria Testing and Treatment Program,2019-09-16,2020-02-26,74.68
608,Indoor Residual Spraying Campaign,2017-06-01,2015-02-08,68.58
609,Community Health Worker Training,2016-01-19,2015-01-17,51.33
610,Malaria Awareness Campaign,2016-05-29,2023-09-08,75.17
611,Malaria Awareness Campaign,2019-11-25,2016-06-18,85.34
612,Malaria Awareness Campaign,2020-06-19,2016-04-14,79.77
613,Bed Net Distribution Program,2019-03-27,2020-02-28,60.59
614,Malaria Awareness Campaign,2020-07-20,2016-05-14,89.65
615,Community Health Worker Training,2015-01-23,2015-07-30,81.04
616,Bed Net Distribution Program,2019-08-05,2016-06-26,56.08
617,Community Health Worker Training,2018-12-07,2021-06-06,84.52
618,Indoor Residual Spraying Campaign,2017-05-12,2018-05-18,59.86
619,Indoor Residual Spraying Campaign,2015-08-20,2022-12-26,87.16
620,Malaria Testing and Treatment Program,2020-06-27,2022-04-25,90.01
621,Malaria Testing and Treatment Program,2023-12-03,2023-07-26,80.29
622,Indoor Residual Spraying Campaign,2015-04-04,2015-04-05,53.75
623,Community Health Worker Training,2021-08-15,2018-05-04,51.67
624,Bed Net Distribution Program,2018-10-14,2020-10-21,71.17
625,Malaria Awareness Campaign,2018-11-13,2020-05-25,93.28
626,Indoor Residual Spraying Campaign,2022-08-03,2023-07-16,67.76
627,Community Health Worker Training,2022-11-23,2020-08-30,52.32
628,Malaria Awareness Campaign,2018-11-06,2019-08-27,53.69
629,Indoor Residual Spraying Campaign,2023-03-22,2022-12-29,74.73
630,Bed Net Distribution Program,2017-02-26,2017-07-01,67.37
631,Malaria Awareness Campaign,2020-10-08,2020-05-24,90.71
632,Indoor Residual Spraying Campaign,2017-11-04,2022-11-20,79.21
633,Bed Net Distribution Program,2023-01-30,2019-04-09,76.71
634,Community Health Worker Training,2018-12-06,2018-12-29,64.78
635,Community Health Worker Training,2021-11-06,2019-04-11,87.06
636,Community Health Worker Training,2015-01-26,2021-10-18,52.42
637,Community Health Worker Training,2018-11-03,2017-01-21,86.97
638,Malaria Awareness Campaign,2019-11-09,2017-07-02,52.15
639,Indoor Residual Spraying Campaign,2015-08-19,2023-05-23,63.43
640,Community Health Worker Training,2021-02-14,2019-10-30,53.21
641,Indoor Residual Spraying Campaign,2020-11-05,2022-11-17,70.55
642,Bed Net Distribution Program,2023-01-26,2020-09-14,68.67
643,Malaria Testing and Treatment Program,2021-06-24,2022-12-09,93.59
644,Malaria Testing and Treatment Program,2015-11-14,2021-09-16,86.47
645,Indoor Residual Spraying Campaign,2017-08-14,2017-10-16,82.9
646,Indoor Residual Spraying Campaign,2021-07-06,2018-09-07,55.05
647,Malaria Awareness Campaign,2020-08-26,2018-05-16,84.63
648,Community Health Worker Training,2022-06-24,2020-06-05,74.93
649,Community Health Worker Training,2022-07-19,2017-10-30,77.09
650,Indoor Residual Spraying Campaign,2020-01-14,2020-07-13,73.97
651,Indoor Residual Spraying Campaign,2023-06-13,2019-02-23,58.56
652,Malaria Testing and Treatment Program,2021-09-04,2019-02-09,90.6
653,Indoor Residual Spraying Campaign,2018-07-22,2020-05-23,54.64
654,Malaria Awareness Campaign,2016-06-11,2019-11-07,69.1
655,Malaria Testing and Treatment Program,2016-07-24,2018-10-27,67.47
656,Malaria Awareness Campaign,2022-06-16,2016-02-26,58.21
657,Malaria Awareness Campaign,2021-03-02,2020-10-23,86.75
658,Indoor Residual Spraying Campaign,2023-01-24,2018-06-28,68.29
659,Bed Net Distribution Program,2019-12-12,2015-04-18,93.26
660,Bed Net Distribution Program,2017-10-19,2023-11-09,51.01
661,Bed Net Distribution Program,2017-01-25,2016-11-04,64.07
662,Bed Net Distribution Program,2021-01-02,2019-10-02,70.68
663,Malaria Testing and Treatment Program,2022-06-06,2015-04-23,85.57
664,Indoor Residual Spraying Campaign,2015-03-29,2017-07-31,61.01
665,Community Health Worker Training,2023-11-08,2018-05-05,80.8
666,Malaria Awareness Campaign,2015-01-19,2020-10-18,71.75
667,Malaria Awareness Campaign,2018-04-19,2016-12-21,85.2
668,Indoor Residual Spraying Campaign,2018-07-30,2017-09-09,61.07
669,Malaria Testing and Treatment Program,2022-02-26,2023-01-11,57.79
670,Community Health Worker Training,2022-12-19,2022-12-30,54.71
671,Indoor Residual Spraying Campaign,2017-09-15,2022-05-11,65.3
672,Indoor Residual Spraying Campaign,2023-04-05,2021-11-17,64.01
673,Bed Net Distribution Program,2015-04-24,2022-08-31,54.87
674,Indoor Residual Spraying Campaign,2019-08-19,2015-05-15,64.34
675,Malaria Testing and Treatment Program,2021-01-25,2020-01-17,93.58
676,Malaria Awareness Campaign,2016-11-07,2017-07-03,69.84
677,Community Health Worker Training,2015-01-23,2019-04-25,53.62
678,Malaria Awareness Campaign,2016-01-26,2023-02-23,78.78
679,Malaria Awareness Campaign,2015-04-06,2022-05-29,88.75
680,Malaria Awareness Campaign,2019-07-26,2018-12-26,71.6
681,Malaria Testing and Treatment Program,2019-06-27,2021-02-06,61.03
682,Community Health Worker Training,2021-02-28,2017-03-23,71.04
683,Indoor Residual Spraying Campaign,2021-12-27,2015-06-13,81.57
684,Malaria Testing and Treatment Program,2016-06-05,2022-06-10,58.3
685,Indoor Residual Spraying Campaign,2016-07-16,2015-11-13,53.47
686,Community Health Worker Training,2021-09-10,2023-05-12,80.16
687,Bed Net Distribution Program,2022-04-02,2017-03-18,67.8
688,Bed Net Distribution Program,2021-04-26,2022-10-15,85.09
689,Indoor Residual Spraying Campaign,2022-06-11,2021-12-05,82.58
690,Community Health Worker Training,2017-12-20,2023-03-26,92.66
691,Bed Net Distribution Program,2015-08-04,2020-03-12,77.71
692,Indoor Residual Spraying Campaign,2021-08-24,2016-12-08,63.67
693,Bed Net Distribution Program,2021-09-28,2018-01-27,89.36
694,Malaria Awareness Campaign,2022-03-25,2016-10-10,50.46
695,Malaria Testing and Treatment Program,2015-02-27,2021-12-27,55.98
696,Bed Net Distribution Program,2016-10-06,2022-04-15,58.36
697,Malaria Testing and Treatment Program,2020-08-19,2016-11-22,84.92
698,Community Health Worker Training,2016-04-15,2022-06-26,59.93
699,Bed Net Distribution Program,2020-01-03,2016-03-20,66.37
700,Bed Net Distribution Program,2022-02-07,2015-07-07,58.81
701,Indoor Residual Spraying Campaign,2018-10-02,2020-02-15,71.91
702,Malaria Awareness Campaign,2021-07-31,2015-03-13,81.89
703,Community Health Worker Training,2017-12-25,2019-11-10,74.2
704,Malaria Testing and Treatment Program,2015-05-28,2018-08-19,84.74
